geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,adresa,geometry
SRBRGI8100605,Речица,Rečica,"8105","1","70548",2021/01/21 09:58:26+01,,POINT(556398.8828999996 4782573.4091)
SRBRGI8100606,Лукомир,Lukomir,"8105","1","70548",2021/01/21 09:58:26+01,,POINT(554597.3132999996 4783624.4202)
SRBRGI8100607,Подина,Podina,"8105","1","70548",2021/01/21 09:58:26+01,,POINT(553626.7191000003 4784624.390000001)
SRBRGI8100608,Бабин Поток,Babin Potok,"8105","1","70998",2021/01/21 09:58:26+01,,POINT(551294.6584000001 4785727.4728)
SRBRGI8100609,Бресничићи,Bresničići,"8105","1","70998",2021/01/21 09:58:26+01,,POINT(536376.8888999997 4787796.640000001)
SRBRGI8100610,Милан Топлица,Milan Toplica,"8105","1","70998",2021/01/21 09:58:26+01,,POINT(530915.0936000003 4785059.7327)
SRBRGI8100611,Тунел Осојник,Tunel Osojnik,"8007","4","70688",2021/01/21 09:58:26+01,,POINT(523486.6568999998 4756907.899900001)
SRBRGI8100612,Тунел Пикавац,Tunel Pikavac,"8007","4","70688",2021/01/21 09:58:26+01,,POINT(523129.4687000001 4753836.0812)
SRBRGI8100613,Таванкут,Tavankut,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(384451.1442999998 5100057.987500001)
SRBRGI8100614,Суботица,Subotica,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(397163.5237999996 5106715.909600001)
SRBRGI8100615,Суботица теретна,Subotica teretna,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(397764.74509999994 5105381.5934)
SRBRGI8100616,Јавна складишта,Javna skladišta,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(399231.93510000035 5105332.9274)
SRBRGI8100617,Бачки Виногради,Bački Vinogradi,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(411555.7460000003 5108787.0131)
SRBRGI8100618,Хоргош,Horgoš,"8104","2","80195",2021/01/21 09:58:26+01,,POINT(419547.4461000003 5111929.1861000005)
SRBRGI8100619,Палић,Palić,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(404502.5604999997 5106365.8728)
SRBRGI8100620,Санад,Sanad,"8104","2","80489",2021/01/21 09:58:26+01,,POINT(431523.07909999974 5092218.3631)
SRBRGI8100621,Нови Кнежевац,Novi Kneževac,"8104","2","80276",2021/01/21 09:58:26+01,,POINT(430700.2185000004 5099263.886)
SRBRGI8100622,Светозар Милетић,Svetozar Miletić,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(360825.07830000017 5078055.2042)
SRBRGI8100623,Љутово,Ljutovo,"8105","1","80438",2021/01/21 09:58:26+01,,POINT(386800.5812999997 5101658.5866)
SRBRGI8100624,Суботица болница,Subotica bolnica,"8104","2","80438",2021/01/21 09:58:26+01,,POINT(394084.1172000002 5107785.7782000005)
SRBRGI8100625,Биково,Bikovo,"8105","1","80438",2021/01/21 09:58:26+01,,POINT(404936.6467000004 5096959.7787)
SRBRGI8100626,Габрић,Gabrić,"8105","1","80438",2021/01/21 09:58:26+01,,POINT(406698.9813000001 5095174.85)
SRBRGI8100627,Долине,Doline,"8105","1","80195",2021/01/21 09:58:26+01,,POINT(412588.4929999998 5090015.878799999)
SRBRGI8100628,Горњи Брег,Gornji Breg,"8105","1","80365",2021/01/21 09:58:26+01,,POINT(423546.5996000003 5086988.2782000005)
SRBRGI8100629,Нове ливаде,Nove livade,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(525853.5575000001 4777768.5221)
SRBRGI8100630,Пепељевац,Pepeljevac,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(524876.2109000003 4777305.452500001)
SRBRGI8100631,Куршумлија,Kuršumlija,"8104","2","70688",2021/01/21 09:58:26+01,,POINT(521916.2905000001 4775767.151799999)
SRBRGI8100632,Висока,Visoka,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(525172.4829000002 4771259.0353)
SRBRGI8100633,Љуша,Ljuša,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(525173.0140000004 4769845.4504)
SRBRGI8100634,Рударе,Rudare,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(525987.3899999997 4768183.4153)
SRBRGI8100635,Дешишка,Dešiška,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(525674.017 4763769.6382)
SRBRGI8100636,Косаница,Kosanica,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(524373.2457999997 4758308.139699999)
SRBRGI8100637,Подујево,Podujevo,"8104","2","90247",2021/01/21 09:58:26+01,,POINT(516061.1787999999 4750636.251599999)
SRBRGI8100638,Васиљевац,Vasiljevac,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(523138.33029999956 4753756.241)
SRBRGI8100639,Распутница мост,Rasputnica most,"8104","1","71315",2021/01/21 09:58:26+01,,POINT(567450.6151999999 4797161.8281)
SRBRGI8100640,одвојена скретница 3,odvojena skretnica 3,"8113","1","71323",2021/01/21 09:58:26+01,,POINT(571843.1873000003 4796632.0943)
SRBRGI8100641,одвојена скретница 4,odvojena skretnica 4,"8113","1","71323",2021/01/21 09:58:26+01,,POINT(571861.9389000004 4796088.296700001)
SRBRGI8100642,Грејач,Grejač,"8104","2","70025",2021/01/21 09:58:26+01,,POINT(560530.8469000002 4807971.9112)
SRBRGI8100643,Мезграја,Mezgraja,"8105","1","71315",2021/01/21 09:58:26+01,,POINT(563115.0822000001 4804715.115599999)
SRBRGI8100644,Суповачки мост,Supovački most,"8105","1","71315",2021/01/21 09:58:26+01,,POINT(562023.9276999999 4805119.2742)
SRBRGI8100645,Вртиште,Vrtište,"8105","1","71315",2021/01/21 09:58:26+01,,POINT(565495.9122000001 4802796.0009)
SRBRGI8100646,Лужане,Lužane,"8105","1","70025",2021/01/21 09:58:26+01,,POINT(558259.6227000002 4813441.578)
SRBRGI8100647,Нозрина,Nozrina,"8105","1","70025",2021/01/21 09:58:26+01,,POINT(557686.7664999999 4814610.491699999)
SRBRGI8100648,Тешица,Tešica,"8105","1","70025",2021/01/21 09:58:26+01,,POINT(559605.6750999996 4810445.9289)
SRBRGI8100649,Корман,Korman,"8104","2","70025",2021/01/21 09:58:26+01,,POINT(549437.3433999997 4822403.737299999)
SRBRGI8100650,Трњане,Trnjane,"8105","1","70025",2021/01/21 09:58:26+01,,POINT(551223.0914000003 4820474.3473000005)
SRBRGI8100651,Горњи Љубеш,Gornji Ljubeš,"8105","1","70025",2021/01/21 09:58:26+01,,POINT(547975.6495000003 4823785.677300001)
SRBRGI8100652,Витковац,Vitkovac,"8105","1","70025",2021/01/21 09:58:26+01,,POINT(545298.8228000002 4826005.2403)
SRBRGI8100653,Старо Трубарево,Staro Trubarevo,"8104","4","71196",2021/01/21 09:58:26+01,,POINT(539206.4549000002 4828669.735400001)
SRBRGI8100654,Браљина,Braljina,"8104","2","71005",2021/01/21 09:58:26+01,,POINT(538960.9724000003 4833957.990800001)
SRBRGI8100655,Церово – Ражањ,Cerovo – Ražanj,"8105","1","71005",2021/01/21 09:58:26+01,,POINT(539209.0339000002 4830433.431299999)
SRBRGI8100656,Стеванац,Stevanac,"8104","2","71196",2021/01/21 09:58:26+01,,POINT(535940.0332000004 4833258.2524)
SRBRGI8100657,Буковче,Bukovče,"8105","1","71048",2021/01/21 09:58:26+01,,POINT(518598.77020000014 4872801.9265)
SRBRGI8100658,Војник,Vojnik,"8105","1","70491",2021/01/21 09:58:26+01,,POINT(535399.8431000002 4882202.6699)
SRBRGI8100659,Двориште,Dvorište,"8104","2","70491",2021/01/21 09:58:26+01,,POINT(540387.9729000004 4882401.3917)
SRBRGI8100660,Дутово,Dutovo,"8105","1","70491",2021/01/21 09:58:26+01,,POINT(541439.6342000002 4879184.4451)
SRBRGI8100661,Прогорелица,Progorelica,"8105","1","70653",2021/01/21 09:58:26+01,,POINT(465519.86649999954 4835870.160599999)
SRBRGI8100662,Пусто поље,Pusto polje,"8105","1","70653",2021/01/21 09:58:26+01,,POINT(468432.1858000001 4815424.0732)
SRBRGI8100663,Ушће,Ušće,"8104","2","70653",2021/01/21 09:58:26+01,,POINT(469663.0142000001 4812533.2633)
SRBRGI8100664,Лозно,Lozno,"8105","1","70653",2021/01/21 09:58:26+01,,POINT(472702.7320999997 4809265.0111)
SRBRGI8100665,Пискања,Piskanja,"8105","1","71021",2021/01/21 09:58:26+01,,POINT(471601.93769999966 4804305.837400001)
SRBRGI8100666,Брвеник,Brvenik,"8104","2","71021",2021/01/21 09:58:26+01,,POINT(471243.37229999993 4800390.8434)
SRBRGI8100667,Рвати,Rvati,"8105","1","71021",2021/01/21 09:58:26+01,,POINT(470552.10140000004 4797118.132999999)
SRBRGI8100668,Казновиће,Kaznoviće,"8105","1","71021",2021/01/21 09:58:26+01,,POINT(471160.33660000004 4791324.4758)
SRBRGI8100669,Рудница,Rudnica,"8104","2","71021",2021/01/21 09:58:26+01,,POINT(474115.0758999996 4787213.011399999)
SRBRGI8100670,Доње Јариње,Donje Jarinje,"8105","1","90158",2021/01/21 09:58:26+01,,POINT(476621.34130000044 4782755.543099999)
SRBRGI8100671,Лешак,Lešak,"8104","2","90158",2021/01/21 09:58:26+01,,POINT(478778.0784 4779615.7302)
SRBRGI8100672,Дрен,Dren,"8105","1","90158",2021/01/21 09:58:26+01,,POINT(481439.1843999997 4775452.9618999995)
SRBRGI8100673,Лепосавић,Leposavić,"8104","2","90158",2021/01/21 09:58:26+01,,POINT(483646.1950000003 4772393.7183)
SRBRGI8100674,Придворица,Pridvorica,"8105","1","90158",2021/01/21 09:58:26+01,,POINT(484037.32079999987 4767706.562000001)
SRBRGI8100675,Сочаница,Sočanica,"8104","5","90158",2021/01/21 09:58:26+01,,POINT(484426.44400000013 4766577.023800001)
SRBRGI8100676,Ибарска Слатина,Ibarska Slatina,"8104","5","90158",2021/01/21 09:58:26+01,,POINT(485129.02749999985 4764593.5765)
SRBRGI8100677,Пландиште,Plandište,"8105","1","90352",2021/01/21 09:58:26+01,,POINT(484118.3881000001 4761896.736500001)
SRBRGI8100678,Бањска,Banjska,"8104","4","90352",2021/01/21 09:58:26+01,,POINT(485534.3641999997 4758470.2906)
SRBRGI8100679,Валач,Valač,"8105","1","90352",2021/01/21 09:58:26+01,,POINT(485907.2739000004 4752914.4761)
SRBRGI8100680,Звечан,Zvečan,"8104","2","90352",2021/01/21 09:58:26+01,,POINT(487509.4681000002 4750778.1403)
SRBRGI8100681,Косовска Митровица,Kosovska Mitrovica,"8104","2","90298",2021/01/21 09:58:26+01,,POINT(489793.4104000004 4748892.1523)
SRBRGI8100682,Аеродром Нови Сад – Ченеј,Aerodrom Novi Sad – Čenej,"8107","2","80284",2021/01/21 09:58:26+01,,POINT(408449.4562999997 5026460.043500001)
SRBRGI8100683,Аеродром Сремска Митровица,Aerodrom Sremska Mitrovica,"8107","2","80403",2021/01/21 09:58:26+01,,POINT(395106.7248999998 4988171.963199999)
SRBRGI8100684,Аеродром Смедеревска Паланка,Aerodrom Smederevska Palanka,"8107","2","71102",2021/01/21 09:58:26+01,,POINT(497015.69290000014 4911353.733899999)
SRBRGI8100685,Аеродром Смедерево,Aerodrom Smederevo,"8107","2","71099",2021/01/21 09:58:26+01,,POINT(497074.6070999997 4942656.824200001)
SRBRGI8100686,Аеродром Суботица,Aerodrom Subotica,"8107","2","80438",2021/01/21 09:58:26+01,,POINT(399295.6264000004 5097488.642000001)
SRBRGI8100687,Међународно путничко пристаниште у Апатину,Međunarodno putničko pristanište u Apatinu,"8109","2","80047",2021/01/21 09:58:26+01,,POINT(341881.58389999997 5059761.947000001)
SRBRGI8100688,Лука у Бачкој Паланци,Luka u Bačkoj Palanci,"8109","2","80063",2021/01/21 09:58:26+01,,POINT(376294.79229999986 5010617.276000001)
SRBRGI8100689,Лука у Богојеву,Luka u Bogojevu,"8109","2","80306",2021/01/21 09:58:26+01,,POINT(350313.5538999997 5043408.0934999995)
SRBRGI8100690,Лука у Панчеву,Luka u Pančevu,"8109","2","80314",2021/01/21 09:58:26+01,,POINT(471918.87370000035 4965942.054099999)
SRBRGI8100691,Лука у Смедереву,Luka u Smederevu,"8109","2","71099",2021/01/21 09:58:26+01,,POINT(493597.6805999996 4945869.482899999)
SRBRGI8100692,Лука у Прахову,Luka u Prahovu,"8109","2","70840",2021/01/21 09:58:26+01,,POINT(628530.7094999999 4905426.8411)
SRBRGI8100693,Лука у Сенти,Luka u Senti,"8109","2","80365",2021/01/21 09:58:26+01,,POINT(430032.4425999997 5085450.813200001)
SRBRGI8100694,Мост Газела,Most Gazela,"8106","2","70220",2021/01/21 09:58:26+01,,POINT(455789.7101999996 4961177.889699999)
SRBRGI8100695,Бранков мост,Brankov most,"8106","2","70220",2021/01/21 09:58:26+01,,POINT(456367.83800000045 4962533.8804)
SRBRGI8100696,Савски мост,Savski most,"8106","2","70181",2021/01/21 09:58:26+01,,POINT(456322.2644999996 4962096.437899999)
SRBRGI8100697,Мост на Ади,Most na Adi,"8106","2","70254",2021/01/21 09:58:26+01,,POINT(454575.4321999997 4960421.0264)
SRBRGI8100698,Батински мост,Batinski most,"8106","3","80381",2021/01/21 09:58:26+01,,POINT(333803.21279999986 5078964.4845)
SRBRGI8100699,Мост Светог Иринеја,Most Svetog Irineja,"8106","2","80403",2021/01/21 09:58:26+01,,POINT(389693.5329 4980122.384299999)
SRBRGI8100700,Сталаћ,Stalać,"8104","2","71196",2021/01/21 09:58:26+01,,POINT(533490.9780000001 4836842.6622)
SRBRGI8100701,Град Сталаћ,Grad Stalać,"8105","1","71196",2021/01/21 09:58:26+01,,POINT(532610.3923000004 4835790.2805)
SRBRGI8100702,Мрзеница,Mrzenica,"8105","1","71196",2021/01/21 09:58:26+01,,POINT(531060.6834000004 4833883.5408)
SRBRGI8100703,Дедина,Dedina,"8104","2","70670",2021/01/21 09:58:26+01,,POINT(528526.4835000001 4826672.532299999)
SRBRGI8100704,Макрешане,Makrešane,"8105","1","70670",2021/01/21 09:58:26+01,,POINT(529184.9907 4828905.826400001)
SRBRGI8100705,Крушевац,Kruševac,"8104","2","70670",2021/01/21 09:58:26+01,,POINT(526379.8995000003 4826118.729)
SRBRGI8100706,Кошеви,Koševi,"8104","2","70670",2021/01/21 09:58:26+01,,POINT(519975.78079999983 4825866.827099999)
SRBRGI8100707,Стопања,Stopanja,"8104","2","71170",2021/01/21 09:58:26+01,,POINT(512343.9349999996 4824924.3686)
SRBRGI8100708,Глободер,Globoder,"8105","1","70670",2021/01/21 09:58:26+01,,POINT(516275.7770999996 4825319.407400001)
SRBRGI8100709,Доња Почековина,Donja Počekovina,"8105","1","71170",2021/01/21 09:58:26+01,,POINT(507868.63549999986 4825909.4903)
SRBRGI8100710,Почековина,Počekovina,"8104","2","71170",2021/01/21 09:58:26+01,,POINT(506127.2856999999 4826560.35)
SRBRGI8100711,Трстенички Оџаци,Trstenički Odžaci,"8105","1","71170",2021/01/21 09:58:26+01,,POINT(503088.12569999974 4828033.3155000005)
SRBRGI8100712,Трстеник,Trstenik,"8104","2","71170",2021/01/21 09:58:26+01,,POINT(500006.79810000025 4829073.650800001)
SRBRGI8100713,Томинац,Tominac,"8105","1","70459",2021/01/21 09:58:26+01,,POINT(488089.7796 4834213.363)
SRBRGI8100714,Липова,Lipova,"8105","1","70459",2021/01/21 09:58:26+01,,POINT(490262.4221999999 4833230.3739)
SRBRGI8100715,Подунавци,Podunavci,"8104","2","70459",2021/01/21 09:58:26+01,,POINT(486677.8395999996 4835478.255000001)
SRBRGI8100716,Врба,Vrba,"8105","1","70653",2021/01/21 09:58:26+01,,POINT(482563.4720999999 4837588.525800001)
SRBRGI8100717,Ратина,Ratina,"8104","2","70653",2021/01/21 09:58:26+01,,POINT(480042.63910000026 4840084.4671)
SRBRGI8100718,Сирча,Sirča,"8105","1","70653",2021/01/21 09:58:26+01,,POINT(479568.1007000003 4842053.3232)
SRBRGI8100719,Ћићевац,Ćićevac,"8104","2","71196",2021/01/21 09:58:26+01,,POINT(535291.6612999998 4841010.053400001)
SRBRGI8100720,Лучина,Lučina,"8105","1","71196",2021/01/21 09:58:26+01,,POINT(534646.5902000004 4838969.4772)
SRBRGI8100721,Дреновац,Drenovac,"8105","1","70904",2021/01/21 09:58:26+01,,POINT(534441.5434999997 4845774.078)
SRBRGI8100722,Параћин,Paraćin,"8104","2","70904",2021/01/21 09:58:26+01,,POINT(532040.1563999997 4856946.859200001)
SRBRGI8100723,Ћуприја,Ćuprija,"8104","2","71200",2021/01/21 09:58:26+01,,POINT(529332.0663999999 4862639.6677)
SRBRGI8100724,Јагодина,Jagodina,"8104","2","71048",2021/01/21 09:58:26+01,,POINT(521227.4760999996 4869865.488600001)
SRBRGI8100725,Јаша Томић,Jaša Tomić,"8103","2","80373",2021/01/21 09:58:26+01,,POINT(488258.5844999999 5035249.014799999)
SRBRGI8100726,Дерић,Derić,"8105","1","80209",2021/01/21 09:58:26+01,,POINT(452421.61730000004 5068291.921800001)
SRBRGI8100727,Доњи Тител,Donji Titel,"8105","1","80454",2021/01/21 09:58:26+01,,POINT(444734.35699999984 5005394.7282)
SRBRGI8100728,Барајево,Barajevo,"8105","1","70092",2021/01/21 09:58:26+01,,POINT(453330.0769999996 4936140.8257)
SRBRGI8100729,Иверак,Iverak,"8105","1","70360",2021/01/21 09:58:26+01,,POINT(416948.59279999975 4904810.4824)
SRBRGI8100730,Дреновачки кик,Drenovački kik,"8105","1","70629",2021/01/21 09:58:26+01,,POINT(410813.67679999955 4882255.659499999)
SRBRGI8100731,Расна,Rasna,"8105","1","70955",2021/01/21 09:58:26+01,,POINT(422446.9994999999 4851662.7348)
SRBRGI8100732,Злакуса,Zlakusa,"8105","1","71145",2021/01/21 09:58:26+01,,POINT(415847.7095999997 4850887.7896)
SRBRGI8100733,Буковачка рампа,Bukovačka rampa,"8105","1","71145",2021/01/21 09:58:26+01,,POINT(413789.0443000002 4852426.011)
SRBRGI8100734,Голеш,Goleš,"8105","1",,2021/01/21 09:58:26+01,,POINT(377349.17360000033 4834958.4033)
SRBRGI8100735,Рача,Rača,"8105","1","70971",2021/01/21 09:58:26+01,,POINT(379044.06379999965 4830793.128799999)
SRBRGI8100736,Јатаре,Jatare,"8104","2","71145",2021/01/21 09:58:26+01,,POINT(380788.9517000001 4851042.0967999995)
SRBRGI8100737,Голубићи,Golubići,"8105","1","71145",2021/01/21 09:58:26+01,,POINT(381018.2139999997 4850408.698000001)
SRBRGI8100738,Кукићи,Kukići,"8105","1","71242",2021/01/21 09:58:26+01,,POINT(457026.1794999996 4853554.4136)
SRBRGI8100739,Живковац,Živkovac,"8105","1","70122",2021/01/21 09:58:26+01,,POINT(484104.30319999997 4936795.537900001)
SRBRGI8100740,Осипаоница,Osipaonica,"8105","1","71099",2021/01/21 09:58:26+01,,POINT(503595.1490000002 4932376.9421)
SRBRGI8100741,Лугавчина,Lugavčina,"8105","1","71099",2021/01/21 09:58:26+01,,POINT(505030.3108000001 4929699.6535)
SRBRGI8100742,Сараорци,Saraorci,"8105","1","71099",2021/01/21 09:58:26+01,,POINT(505477.3196999999 4926256.821900001)
SRBRGI8100743,Завод,Zavod,"8105","1","70645",2021/01/21 09:58:26+01,,POINT(492536.1041000001 4872392.965)
SRBRGI8100744,Нересница,Neresnica,"8104","2","70696",2021/01/21 09:58:26+01,,POINT(557816.8960999995 4921934.276900001)
SRBRGI8100745,Читлук,Čitluk,"8105","1","70670",2021/01/21 09:58:26+01,,POINT(523056.93790000025 4826034.616900001)
SRBRGI8100746,Палилулска рампа,Palilulska rampa,"8105","1","71331",2021/01/21 09:58:26+01,,POINT(572873.8443 4795987.2007)
SRBRGI8100747,Просек,Prosek,"8105","1","71285",2021/01/21 09:58:26+01,,POINT(585301.0027000001 4796077.7815000005)
SRBRGI8100748,Аеродром Крушевац,Aerodrom Kruševac,"8107","2","70670",2021/01/21 09:58:26+01,,POINT(527333.4419 4823145.148800001)
SRBRGI8100749,Аеродром Краљево – Бреге,Aerodrom Kraljevo – Brege,"8107","2","70653",2021/01/21 09:58:26+01,,POINT(477773.4740000004 4842072.3868)
SRBRGI8100750,Аеродром Трстеник,Aerodrom Trstenik,"8107","2","71170",2021/01/21 09:58:26+01,,POINT(502599.66420000046 4828779.524499999)
SRBRGI8100751,Београд,Beograd,"8102","2","70106",2021/01/21 09:58:26+01,,POINT(469271.4447999997 4945754.991699999)
SRBRGI8100752,Шид,Šid,"8102","2","80497",2021/01/21 09:58:26+01,,POINT(357657.04959999956 4989922.840299999)
SRBRGI8100753,Батровци,Batrovci,"8103","2","80497",2021/01/21 09:58:26+01,,POINT(350925.5089999996 4989939)
SRBRGI8100754,Дољевац,Doljevac,"8102","2","70513",2021/01/21 09:58:26+01,,POINT(569307.023 4782779.1435)
SRBRGI8100755,Ниш – север,Niš – sever,"8102","2","71315",2021/01/21 09:58:26+01,,POINT(569217.4770999998 4799977.9531)
SRBRGI8100756,Стара Пазова,Stara Pazova,"8102","2","80420",2021/01/21 09:58:26+01,,POINT(437064.3513000002 4983985.5427)
SRBRGI8100758,Хоргош,Horgoš,"8103","2","80195",2021/01/21 09:58:26+01,,POINT(420948.6227000002 5113805.7092)
SRBRGI8100759,Келебија,Kelebija,"8103","2","80438",2021/01/21 09:58:26+01,,POINT(388923.28440000024 5113613.3598)
SRBRGI8100760,Градина,Gradina,"8103","2","70505",2021/01/21 09:58:26+01,,POINT(649268.9715999998 4762287.505799999)
SRBRGI8100761,Прохор Пчињски,Prohor Pčinjski,"8103","2","70351",2021/01/21 09:58:26+01,,POINT(572764.4018000001 4685015.8539)
SRBRGI8100762,Прешево,Preševo,"8103","2","70963",2021/01/21 09:58:26+01,,POINT(557968.4073000001 4676637.427200001)
SRBRGI8100763,Ђердап,Đerdap,"8103","2","70572",2021/01/21 09:58:26+01,,POINT(620756.3392000003 4947217.3802000005)
SRBRGI8100764,Гостун,Gostun,"8103","2","70980",2021/01/21 09:58:26+01,,POINT(399258.2664000001 4782131.4746)
SRBRGI8100765,Бајина Башта,Bajina Bašta,"8103","2","70068",2021/01/21 09:58:26+01,,POINT(383284.57299999986 4870067.2925)
SRBRGI8100766,Сремска Рача,Sremska Rača,"8103","2","80403",2021/01/21 09:58:26+01,,POINT(366125.4617999997 4975081.478700001)
SRBRGI8100767,Трбушница,Trbušnica,"8103","2","70734",2021/01/21 09:58:26+01,,POINT(355787.1403999999 4933536.9827)
SRBRGI8100768,Српска Црња,Srpska Crnja,"8103","2","80250",2021/01/21 09:58:26+01,,POINT(476688.99789999984 5066316.6118)
SRBRGI8100769,Ђала,Đala,"8103","2","80276",2021/01/21 09:58:26+01,,POINT(431600.4154000003 5111915.0394)
SRBRGI8100770,Калуђерово,Kaluđerovo,"8103","2","80098",2021/01/21 09:58:26+01,,POINT(543852.2973999996 4972093.143100001)
SRBRGI8100771,Кусјак,Kusjak,"8103","2","70840",2021/01/21 09:58:26+01,,POINT(624258.1432999996 4906225.712099999)
SRBRGI8100772,Мокрање,Mokranje,"8103","2","70840",2021/01/21 09:58:26+01,,POINT(629678.9326999998 4890358.239700001)
SRBRGI8100773,Вршка Чука,Vrška Čuka,"8103","2","70556",2021/01/21 09:58:26+01,,POINT(610820.8229 4856163.2601)
SRBRGI8100774,Рибарци,Ribarci,"8103","2","70335",2021/01/21 09:58:26+01,,POINT(625591.0939999996 4697350.921700001)
SRBRGI8100775,Стрезимировци,Strezimirovci,"8103","2","71137",2021/01/21 09:58:26+01,,POINT(618473.0336999996 4739372.068)
SRBRGI8100776,Ђенерал Јанковић,Đeneral Janković,"8103","2","90115",2021/01/21 09:58:26+01,,POINT(525244.858 4665157.1854)
SRBRGI8100777,Глобочица,Globočica,"8103","2","90115",2021/01/21 09:58:26+01,,POINT(515317.30289999954 4668462.6351)
SRBRGI8100778,Врбница - А,Vrbnica - A,"8103","2","90255",2021/01/21 09:58:26+01,,POINT(462980.4176000003 4667359.985099999)
SRBRGI8100779,Ћафа Прушит,Ćafa Prušit,"8103","2","90085",2021/01/21 09:58:26+01,,POINT(449083.9918999998 4683761.824899999)
SRBRGI8100780,Морина,Morina,"8103","2","90085",2021/01/21 09:58:26+01,,POINT(436791.53589999955 4695317.337400001)
SRBRGI8100781,Чакор,Čakor,"8103","2","90239",2021/01/21 09:58:26+01,,POINT(423214.2626 4726205.752)
SRBRGI8100782,Кула,Kula,"8103","2","90239",2021/01/21 09:58:26+01,,POINT(440332.26489999983 4736282.797)
SRBRGI8100783,Шпиљани,Špiljani,"8103","2","71188",2021/01/21 09:58:26+01,,POINT(446192.4988000002 4751072.944700001)
SRBRGI8100784,Вуча,Vuča,"8103","2","71188",2021/01/21 09:58:26+01,,POINT(441019.6687000003 4753809.191500001)
SRBRGI8100785,Јабука,Jabuka,"8103","2","70980",2021/01/21 09:58:26+01,,POINT(376593.08249999955 4799428.423599999)
SRBRGI8100786,Чемерно,Čemerno,"8103","2","70971",2021/01/21 09:58:26+01,,POINT(368623.00820000004 4808051.172900001)
SRBRGI8100787,Ваган,Vagan,"8103","2","70971",2021/01/21 09:58:26+01,,POINT(372243.93319999985 4826206.294600001)
SRBRGI8100788,Царево поље - мост,Carevo polje - most,"8103","2","70971",2021/01/21 09:58:26+01,,POINT(378595.5828 4828725.843599999)
SRBRGI8100789,Котроман,Kotroman,"8103","2","71145",2021/01/21 09:58:26+01,,POINT(376869.10699999984 4846664.204299999)
SRBRGI8100790,Љубовија,Ljubovija,"8103","2","70777",2021/01/21 09:58:26+01,,POINT(369116.46050000004 4895669.5758)
SRBRGI8100791,Бадовинци,Badovinci,"8103","2","70289",2021/01/21 09:58:26+01,,POINT(369195.1311999997 4959472.8015)
SRBRGI8100792,Јамена,Jamena,"8103","2","80497",2021/01/21 09:58:26+01,,POINT(348655.4911000002 4971147.0723)
SRBRGI8100793,Шид,Šid,"8103","2","80497",2021/01/21 09:58:26+01,,POINT(356567.4737 5001771.4004)
SRBRGI8100794,Љуба,Ljuba,"8103","2","80497",2021/01/21 09:58:26+01,,POINT(371506.18879999965 5003615.6483)
SRBRGI8100795,Сот,Sot,"8103","2","80497",2021/01/21 09:58:26+01,,POINT(370178.39520000014 5003410.352299999)
SRBRGI8100796,Бачка Паланка,Bačka Palanka,"8103","2","80063",2021/01/21 09:58:26+01,,POINT(374324.09530000016 5010826.3014)
SRBRGI8100797,Богојево - Ж,Bogojevo - Ž,"8103","2","80306",2021/01/21 09:58:26+01,,POINT(350736.9707000004 5043160.6193)
SRBRGI8100798,Бездан,Bezdan,"8103","2","80381",2021/01/21 09:58:26+01,,POINT(334336.1166000003 5078988.953299999)
SRBRGI8100799,Бајмок,Bajmok,"8103","2","80438",2021/01/21 09:58:26+01,,POINT(374692.0519000003 5099211.1907)
SRBRGI8100800,Бачки Виногради,Bački Vinogradi,"8103","2","80438",2021/01/21 09:58:26+01,,POINT(410904.6423000004 5110415.363600001)
SRBRGI8100801,Калово,Kalovo,"8103","2","71161",2021/01/21 09:58:26+01,,POINT(596136.8092 4685165.5086)
SRBRGI8100802,Врбас,Vrbas,"8102","1","80462",2021/01/21 09:58:26+01,,POINT(400074.0789000001 5045390.3279)
SRBRGI8100803,Змајево,Zmajevo,"8102","1","80462",2021/01/21 09:58:26+01,,POINT(401253.43939999957 5032755.172599999)
SRBRGI8100804,Адашевци – Моровић,Adaševci – Morović,"8102","1","80497",2021/01/21 09:58:26+01,,POINT(358819.10199999996 4989858.2819)
SRBRGI8100805,Кузмин,Kuzmin,"8102","1","80403",2021/01/21 09:58:26+01,,POINT(372939.5164000001 4988663.4915)
SRBRGI8100806,Сремска Митровица,Sremska Mitrovica,"8102","1","80403",2021/01/21 09:58:26+01,,POINT(393650.4375 4983714.6746)
SRBRGI8100807,Рума,Ruma,"8102","1","80357",2021/01/21 09:58:26+01,,POINT(406199.2768000001 4979436.344799999)
