geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,adresa,geometry
SRBRGI8100001,Шебешић,Šebešić,"8104","5","80438",2021/01/21 09:58:26+01,,POINT(391075.9227999998 5104589.784600001)
SRBRGI8100002,Бачка Паланка,Bačka Palanka,"8104","2","80063",2021/01/21 09:58:26+01,,POINT(372700.3570999997 5012171.6247000005)
SRBRGI8100003,Међународно путничко пристаниште у Београду,Međunarodno putničko pristaniste u Beogradu,"8112","2","70246",2021/01/21 09:58:26+01,,POINT(456442.03479999956 4962851.2662)
SRBRGI8100004,Прогарска ћуприја,Progarska ćuprija,"8106","4","80322",2021/01/21 09:58:26+01,,POINT(428501 4956169)
SRBRGI8100005,Салаш,Salaš,"8104","5","80381",2021/01/21 09:58:26+01,,POINT(346650.48390000034 5072860.028899999)
SRBRGI8100006,Ловћенац,Lovćenac,"8104","5","80241",2021/01/21 09:58:26+01,,POINT(394768.15309999976 5058544.4736)
SRBRGI8100007,Мали Иђош – Поље,Mali Iđoš – Polje,"8104","5","80241",2021/01/21 09:58:26+01,,POINT(394904.5332000004 5066690.975500001)
SRBRGI8100008,Буковачки салаши,Bukovački salaši,"8104","5","80381",2021/01/21 09:58:26+01,,POINT(350096.1867000004 5067120.952500001)
SRBRGI8100009,Богојево,Bogojevo,"8104","5","80047",2021/01/21 09:58:26+01,,POINT(352088.22479999997 5045351.4493)
SRBRGI8100010,Банатски Деспотовац,Banatski Despotovac,"8105","1","80152",2021/01/21 09:58:26+01,,POINT(471127.1503999997 5025888.6603999995)
SRBRGI8100011,Петровац – Гложан,Petrovac – Gložan,"8104","5","80080",2021/01/21 09:58:26+01,,POINT(388914.1864 5020450.9815)
SRBRGI8100012,Потпорањ,Potporanj,"8105","1","80128",2021/01/21 09:58:26+01,,POINT(521736.7516000001 4985121.5788)
SRBRGI8100013,Јабука,Jabuka,"8104","5","80314",2021/01/21 09:58:26+01,,POINT(473697.7006000001 4975194.1329)
SRBRGI8100014,Мраморак,Mramorak,"8104","5","80225",2021/01/21 09:58:26+01,,POINT(499675.74909999967 4967098.1261)
SRBRGI8100015,Водањ,Vodanj,"8104","5","71099",2021/01/21 09:58:26+01,,POINT(487134.4741000002 4937491.1919)
SRBRGI8100016,Влашко Поље,Vlaško Polje,"8104","5","70173",2021/01/21 09:58:26+01,,POINT(472824.59300000034 4925584.494100001)
SRBRGI8100017,Ковачевац,Kovačevac,"8104","5","71102",2021/01/21 09:58:26+01,,POINT(480117.9079999998 4916254.4815)
SRBRGI8100018,Мајданпек,Majdanpek,"8104","5","70785",2021/01/21 09:58:26+01,,POINT(570919.5788000003 4914615.2666)
SRBRGI8100019,Кусадак,Kusadak,"8104","5","71102",2021/01/21 09:58:26+01,,POINT(486365.54509999976 4913659.0044)
SRBRGI8100020,Церово,Cerovo,"8104","5","70327",2021/01/21 09:58:26+01,,POINT(581173.9483000003 4893174.497099999)
SRBRGI8100021,Мали Кривељ,Mali Krivelj,"8104","5","70327",2021/01/21 09:58:26+01,,POINT(585145.7898000004 4885566.7291)
SRBRGI8100022,Заграђе,Zagrađe,"8104","5","70327",2021/01/21 09:58:26+01,,POINT(597254.2775999997 4876372.319700001)
SRBRGI8100023,Рибница Златиборска,Ribnica Zlatiborska,"8105","1","71234",2021/01/21 09:58:26+01,,POINT(384889.1810999997 4840367.7585)
SRBRGI8100024,Јабланица,Jablanica,"8104","5","71234",2021/01/21 09:58:26+01,,POINT(380748.16110000014 4839740.6788)
SRBRGI8100025,Беочин,Beočin,"8104","2","80101",2021/01/21 09:58:26+01,,POINT(399244.3004999999 5007119.044500001)
SRBRGI8100026,Лединци,Ledinci,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(406436.5016000001 5007670.5942)
SRBRGI8100027,Сремска Каменица,Sremska Kamenica,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(409632.44350000005 5008387.017899999)
SRBRGI8100028,Маргита,Margita,"8105","1","80349",2021/01/21 09:58:26+01,,POINT(512407.9282999998 5006234.2454)
SRBRGI8100029,Лаудоновац,Laudonovac,"8105","1","80349",2021/01/21 09:58:26+01,,POINT(511823.3287000004 5003183.721000001)
SRBRGI8100030,Банатско Ново Село,Banatsko Novo Selo,"8104","2","80314",2021/01/21 09:58:26+01,,POINT(483150.19120000023 4980415.9442)
SRBRGI8100031,Војловица,Vojlovica,"8104","2","80314",2021/01/21 09:58:26+01,,POINT(475877.6551000001 4964454.286900001)
SRBRGI8100032,Добре стране,Dobre strane,"8104","5","70653",2021/01/21 09:58:26+01,,POINT(465391.4386999998 4826991.584000001)
SRBRGI8100033,Грамада,Gramada,"8104","5","71307",2021/01/21 09:58:26+01,,POINT(584886.5602000002 4803355.4508)
SRBRGI8100034,Косанчић Иван,Kosančić Ivan,"8104","5","70688",2021/01/21 09:58:26+01,,POINT(523430.3707999997 4756316.0231)
SRBRGI8100035,Прешево,Preševo,"8104","5","70963",2021/01/21 09:58:26+01,,POINT(556381.6908999998 4683431.7117)
SRBRGI8100036,Стиг,Stig,"8104","5","70947",2021/01/21 09:58:26+01,,POINT(524954.9019999998 4946648.819599999)
SRBRGI8100037,Валкањ,Valkanj,"8104","5","80489",2021/01/21 09:58:26+01,,POINT(450392.5861999998 5093234.2804000005)
SRBRGI8100038,Баџакова ћуприја,Badžakova ćuprija,"8106","4","71153",2021/01/21 09:58:26+01,,POINT(475786.0582999997 4903750.607899999)
SRBRGI8100039,Купусина,Kupusina,"8104","2","80047",2021/01/21 09:58:26+01,,POINT(345956.1054999996 5067157.9332)
SRBRGI8100040,Зрењанин – поље,Zrenjanin – polje,"8104","4","80152",2021/01/21 09:58:26+01,,POINT(458177.29250000045 5024684.645500001)
SRBRGI8100041,Аеродром Ниш – Константин Велики,Aerodrom Niš – Konstantin Veliki,"8107","9","71315",2021/01/21 09:58:26+01,,POINT(570301.2554000001 4798731.7017)
SRBRGI8100042,Аеродром Ужице – Поникве,Aerodrom Užice – Ponikve,"8107","2","71145",2021/01/21 09:58:26+01,,POINT(396757.3360000001 4860604.2137)
SRBRGI8100043,Римски шанчеви,Rimski šančevi,"8104","4","80284",2021/01/21 09:58:26+01,,POINT(408581.04750000034 5019035.780099999)
SRBRGI8100044,Мост 25. мај,Most 25. maj,"8106","4","80063",2021/01/21 09:58:26+01,,POINT(374568.7918999996 5010278.054199999)
SRBRGI8100045,Карловачки виногради,Karlovački vinogradi,"8104","4","80411",2021/01/21 09:58:26+01,,POINT(419210.76240000036 5003406.146)
SRBRGI8100046,Кузмин,Kuzmin,"8105","1","80403",2021/01/21 09:58:26+01,,POINT(374687.8547 4988701.2402)
SRBRGI8100047,Вогањ,Voganj,"8104","4","80357",2021/01/21 09:58:26+01,,POINT(398976.6531999996 4982457.0611000005)
SRBRGI8100048,Голубинци,Golubinci,"8104","4","80179",2021/01/21 09:58:26+01,,POINT(425289.5184000004 4985248.4208)
SRBRGI8100049,Змајево,Zmajevo,"8104","2","80462",2021/01/21 09:58:26+01,,POINT(396301.5822999999 5034905.5649)
SRBRGI8100050,Овча,Ovča,"8104","4","70203",2021/01/21 09:58:26+01,,POINT(463998.1375000002 4969227.867900001)
SRBRGI8100051,навоз Суботиште,navoz Subotište,"8111","4","80497",2021/01/21 09:58:26+01,,POINT(348770.5423999997 4971087.8925)
SRBRGI8100052,навоз на Савковачи,navoz na Savkovači,"8111","4","70289",2021/01/21 09:58:26+01,,POINT(369435.8650000002 4963684.835999999)
SRBRGI8100053,навоз на Пљоштари,navoz na Pljoštari,"8111","4","70289",2021/01/21 09:58:26+01,,POINT(368628.8842000002 4959861.599199999)
SRBRGI8100054,Дубље Мачванско,Dublje Mačvansko,"8105","1","70289",2021/01/21 09:58:26+01,,POINT(384146.72780000046 4956964.4059)
SRBRGI8100055,Сурчин,Surčin,"8104","4","71293",2021/01/21 09:58:26+01,,POINT(440405.27610000037 4961684.873299999)
SRBRGI8100056,Аеродром Београд – Никола Тесла,Aerodrom Beograd – Nikola Tesla,"8107","9","71293",2021/01/21 09:58:26+01,,POINT(444327.8398000002 4962576.8072999995)
SRBRGI8100057,Зуце,Zuce,"8104","4","70106",2021/01/21 09:58:26+01,,POINT(466094.31790000014 4949743.2037)
SRBRGI8100058,Јајинци,Jajinci,"8104","4","70211",2021/01/21 09:58:26+01,,POINT(457017.1889000004 4952181.270300001)
SRBRGI8100059,Пиносава,Pinosava,"8104","4","70254",2021/01/21 09:58:26+01,,POINT(458563.00629999954 4947611.9769)
SRBRGI8100060,Ресник,Resnik,"8104","4","70211",2021/01/21 09:58:26+01,,POINT(456298.74700000044 4950312.7676)
SRBRGI8100061,Барајево,Barajevo,"8104","4","70092",2021/01/21 09:58:26+01,,POINT(454390.1377999997 4938038.017899999)
SRBRGI8100062,Бела река,Bela reka,"8104","4","70106",2021/01/21 09:58:26+01,,POINT(458110.4434000002 4944848.961300001)
SRBRGI8100063,Клење,Klenje,"8104","4","70106",2021/01/21 09:58:26+01,,POINT(462945.0806 4943256.256999999)
SRBRGI8100064,Рипањ тунел,Ripanj tunel,"8104","5","70106",2021/01/21 09:58:26+01,,POINT(462866.32380000036 4938671.874500001)
SRBRGI8100065,Липе,Lipe,"8104","5","70106",2021/01/21 09:58:26+01,,POINT(466743.61340000015 4940805.564099999)
SRBRGI8100066,Братинац,Bratinac,"8104","4","70947",2021/01/21 09:58:26+01,,POINT(518793.4554000003 4943973.338300001)
SRBRGI8100067,Раброво – Клење,Rabrovo – Klenje,"8104","4","70475",2021/01/21 09:58:26+01,,POINT(540780.3744000001 4938205.4101)
SRBRGI8100068,Каона,Kaona,"8104","4","70696",2021/01/21 09:58:26+01,,POINT(550510.6644000001 4926385.021400001)
SRBRGI8100069,Звижд,Zvižd,"8104","4","70696",2021/01/21 09:58:26+01,,POINT(547236.2205999997 4931088.1042)
SRBRGI8100070,Распутница Б,Rasputnica B,"8104","1","70254",2021/01/21 09:58:26+01,,POINT(449649.07019999996 4952223.8401)
SRBRGI8100071,Лесковац Колубарски,Leskovac Kolubarski,"8105","1","70165",2021/01/21 09:58:26+01,,POINT(447719.87540000025 4928562.8719)
SRBRGI8100072,Наково,Nakovo,"8103","2","80209",2021/01/21 09:58:26+01,,POINT(467025.35140000004 5080507.8829)
SRBRGI8100073,Козње,Koznje,"8103","2","90069",2021/01/21 09:58:26+01,,POINT(425490.3015999999 4719873.006100001)
SRBRGI8100074,Ћеманов мост,Ćemanov most,"8106","4","71218",2021/01/21 09:58:26+01,,POINT(429192.1303000003 4928442.2655)
SRBRGI8100075,Милошевац,Miloševac,"8105","1","70386",2021/01/21 09:58:26+01,,POINT(506056.64910000004 4920588.6085)
SRBRGI8100076,Крњево – Трновче,Krnjevo – Trnovče,"8104","4","70386",2021/01/21 09:58:26+01,,POINT(505777.4343999997 4917501.060799999)
SRBRGI8100077,Мала Плана,Mala Plana,"8104","4","70386",2021/01/21 09:58:26+01,,POINT(502534.77699999977 4909286.3939)
SRBRGI8100078,Рогљево,Rogljevo,"8104","4","70840",2021/01/21 09:58:26+01,,POINT(625883.7736999998 4886003.014)
SRBRGI8100079,Мокрање,Mokranje,"8105","1","70840",2021/01/21 09:58:26+01,,POINT(628237.0637999997 4890518.317299999)
SRBRGI8100080,Тамнич,Tamnič,"8105","1","70840",2021/01/21 09:58:26+01,,POINT(620988.9722999996 4882642.798900001)
SRBRGI8100081,Брусник,Brusnik,"8104","4","70556",2021/01/21 09:58:26+01,,POINT(618604.4818000002 4883813.0974)
SRBRGI8100082,Седларе,Sedlare,"8105","1","71056",2021/01/21 09:58:26+01,,POINT(522488.4612999996 4893274.523700001)
SRBRGI8100083,Лапово,Lapovo,"8104","4","71277",2021/01/21 09:58:26+01,,POINT(508176.2549999999 4889381.450099999)
SRBRGI8100084,Самари,Samari,"8104","4","70629",2021/01/21 09:58:26+01,,POINT(408620.73500000034 4886217.327)
SRBRGI8100085,Ражана,Ražana,"8104","4","70629",2021/01/21 09:58:26+01,,POINT(412515.20529999956 4879221.4901)
SRBRGI8100086,Багрдан,Bagrdan,"8104","4","71048",2021/01/21 09:58:26+01,,POINT(514383.43290000036 4881174.3585)
SRBRGI8100087,Ланиште,Lanište,"8105","1","71048",2021/01/21 09:58:26+01,,POINT(518907.2494000001 4876903.0098)
SRBRGI8100088,Борска Слатина,Borska Slatina,"8104","4","70327",2021/01/21 09:58:26+01,,POINT(592209.7664999999 4878129.094799999)
SRBRGI8100089,Чокоњар,Čokonjar,"8105","1","70556",2021/01/21 09:58:26+01,,POINT(608390.2456999999 4874542.1392)
SRBRGI8100090,Табаковац,Tabakovac,"8104","4","70556",2021/01/21 09:58:26+01,,POINT(613234.6188000003 4879249.517999999)
SRBRGI8100091,Међурово,Međurovo,"8104","4","71323",2021/01/21 09:58:26+01,,POINT(567304.9066000003 4794906.790100001)
SRBRGI8100092,Матејевац,Matejevac,"8104","4","71307",2021/01/21 09:58:26+01,,POINT(577471.1187000005 4800043.566199999)
SRBRGI8100093,Ћеле-кула,Ćele-kula,"8104","4","71331",2021/01/21 09:58:26+01,,POINT(576480.1508 4795488.423699999)
SRBRGI8100094,Сићево,Sićevo,"8104","4","71285",2021/01/21 09:58:26+01,,POINT(586156.4787999997 4797907.6973)
SRBRGI8100095,Барлово,Barlovo,"8105","1","70688",2021/01/21 09:58:26+01,,POINT(528471.6941 4780253.1949000005)
SRBRGI8100096,Бродарево,Brodarevo,"8104","4","70980",2021/01/21 09:58:26+01,,POINT(396371.4000000004 4788704.3714000005)
SRBRGI8100097,Врбница,Vrbnica,"8104","4","71072",2021/01/21 09:58:26+01,,POINT(400898.0537999999 4778789.7224)
SRBRGI8100098,Кастрат,Kastrat,"8104","4","70688",2021/01/21 09:58:26+01,,POINT(523595.65249999985 4775195.292400001)
SRBRGI8100099,Суково,Sukovo,"8104","4","70939",2021/01/21 09:58:26+01,,POINT(635818.8978000004 4770168.198999999)
SRBRGI8100100,Сушица,Sušica,"8104","4","71234",2021/01/21 09:58:26+01,,POINT(399693.6754999999 4849141.190300001)
SRBRGI8100101,Бранешци,Branešci,"8104","4","71234",2021/01/21 09:58:26+01,,POINT(393940.9972000001 4848184.235099999)
SRBRGI8100102,Златибор,Zlatibor,"8104","4","71234",2021/01/21 09:58:26+01,,POINT(388405.9134999998 4843374.457)
SRBRGI8100103,Богутовачка Бања,Bogutovačka Banja,"8104","4","70653",2021/01/21 09:58:26+01,,POINT(464334.68900000025 4833432.524700001)
SRBRGI8100104,Ђунис,Đunis,"8104","4","70670",2021/01/21 09:58:26+01,,POINT(541468.2923999997 4828138.5233)
SRBRGI8100105,Врњачка Бања,Vrnjačka Banja,"8104","4","70459",2021/01/21 09:58:26+01,,POINT(494173.92700000014 4831763.3222)
SRBRGI8100106,Бистрица на Лиму,Bistrica na Limu,"8104","4","70866",2021/01/21 09:58:26+01,,POINT(390523.19880000036 4815398.8103)
SRBRGI8100107,Стапари,Stapari,"8104","4","71145",2021/01/21 09:58:26+01,,POINT(400514.8616000004 4855479.1875)
SRBRGI8100108,Борачко,Boračko,"8105","1","70955",2021/01/21 09:58:26+01,,POINT(426212.10610000044 4856467.1566)
SRBRGI8100109,Стари Поповац,Stari Popovac,"8104","4","70904",2021/01/21 09:58:26+01,,POINT(539576.5177999996 4861132.130899999)
SRBRGI8100110,Сикирица – Ратаре,Sikirica – Ratare,"8105","1","70904",2021/01/21 09:58:26+01,,POINT(533952.8047000002 4848823.163000001)
SRBRGI8100111,Самаила,Samaila,"8104","4","70653",2021/01/21 09:58:26+01,,POINT(464579.2784000002 4847260.4465)
SRBRGI8100112,Мршинци,Mršinci,"8104","4","71242",2021/01/21 09:58:26+01,,POINT(458375.73039999977 4851884.924900001)
SRBRGI8100113,Бујановац,Bujanovac,"8104","4","70351",2021/01/21 09:58:26+01,,POINT(562369.5950999996 4698851.6821)
SRBRGI8100114,Летовица,Letovica,"8105","1","70351",2021/01/21 09:58:26+01,,POINT(558418.0800000001 4693610.836999999)
SRBRGI8100115,Букаревац,Bukarevac,"8104","4","70963",2021/01/21 09:58:26+01,,POINT(558203.2216999996 4688279.4935)
SRBRGI8100116,Плочник,Pločnik,"8105","1","70998",2021/01/21 09:58:26+01,,POINT(529527.4468 4783983.0821)
SRBRGI8100117,Топличка Мала Плана,Toplička Mala Plana,"8104","3","70998",2021/01/21 09:58:26+01,,POINT(539149.6919999998 4787551.972100001)
SRBRGI8100118,Косаничка Рача,Kosanička Rača,"8104","4","70688",2021/01/21 09:58:26+01,,POINT(526027.5300000003 4761392.9476)
SRBRGI8100119,Ђорђево,Đorđevo,"8104","4","70726",2021/01/21 09:58:26+01,,POINT(582622.3947999999 4754072.009400001)
SRBRGI8100120,Врањска Бања,Vranjska Banja,"8104","4","71358",2021/01/21 09:58:26+01,,POINT(580653.1623999998 4713401.7313)
SRBRGI8100121,Прибој Врањски,Priboj Vranjski,"8104","4","70416",2021/01/21 09:58:26+01,,POINT(583857.4155000001 4718496.516799999)
SRBRGI8100122,Адровац,Adrovac,"8104","4","70025",2021/01/21 09:58:26+01,,POINT(552523.0165999997 4819112.5605)
SRBRGI8100123,Алексинац,Aleksinac,"8104","4","70025",2021/01/21 09:58:26+01,,POINT(556138.0000999998 4817396.5185)
SRBRGI8100124,Јошаничка Бања,Jošanička Banja,"8104","4","71021",2021/01/21 09:58:26+01,,POINT(472398.67509999964 4806495.5633000005)
SRBRGI8100125,Прибојска Бања,Pribojska Banja,"8105","1","70971",2021/01/21 09:58:26+01,,POINT(384543.3093999997 4820651.4274)
SRBRGI8100126,Полумир,Polumir,"8104","4","70653",2021/01/21 09:58:26+01,,POINT(468492.0943999998 4820076.653000001)
SRBRGI8100127,Рипањ,Ripanj,"8104","3","70106",2021/01/21 09:58:26+01,,POINT(460936.9765999997 4945547.6548999995)
SRBRGI8100128,Остружница,Ostružnica,"8104","3","70254",2021/01/21 09:58:26+01,,POINT(447201.3081 4953288.0845)
SRBRGI8100129,Бели Поток,Beli Potok,"8104","3","70106",2021/01/21 09:58:26+01,,POINT(461976.66139999963 4951374.691199999)
SRBRGI8100130,преводница Стајићево,prevodnica Stajićevo,"8110","3","80152",2021/01/21 09:58:26+01,,POINT(453057.59470000025 5010664.3467)
SRBRGI8100131,Футог,Futog,"8104","3","80284",2021/01/21 09:58:26+01,,POINT(397955.35950000025 5012085.1620000005)
SRBRGI8100132,Ваљевски Градац,Valjevski Gradac,"8104","4","70360",2021/01/21 09:58:26+01,,POINT(409115.0067999996 4898008.831900001)
SRBRGI8100133,Словац,Slovac,"8104","3","70700",2021/01/21 09:58:26+01,,POINT(427723.68989999965 4910834.2095)
SRBRGI8100134,Ратаре,Ratare,"8105","1","71102",2021/01/21 09:58:26+01,,POINT(489310.3372999998 4912774.135199999)
SRBRGI8100135,Рабровац,Rabrovac,"8105","1","71102",2021/01/21 09:58:26+01,,POINT(482116.8404000001 4914644.2171)
SRBRGI8100136,Лозовик,Lozovik,"8104","4","70386",2021/01/21 09:58:26+01,,POINT(505581.26300000027 4924865.157400001)
SRBRGI8100137,Севојно,Sevojno,"8104","3","71145",2021/01/21 09:58:26+01,,POINT(411873.01570000034 4854471.6097)
SRBRGI8100138,Узићи,Uzići,"8104","3","70955",2021/01/21 09:58:26+01,,POINT(417979.6091 4851505.433700001)
SRBRGI8100139,Гугаљ,Gugalj,"8105","1","70955",2021/01/21 09:58:26+01,,POINT(427732.2363 4857550.6613)
SRBRGI8100140,Каленићи,Kalenići,"8104","3","70955",2021/01/21 09:58:26+01,,POINT(418910.40139999986 4864201.3037)
SRBRGI8100141,Кнић,Knić,"8104","3","70599",2021/01/21 09:58:26+01,,POINT(479964.2148000002 4864570.5143)
SRBRGI8100142,Јовац,Jovac,"8105","1","71200",2021/01/21 09:58:26+01,,POINT(525894.7752999999 4863740.4813)
SRBRGI8100143,Косјерић,Kosjerić,"8104","3","70629",2021/01/21 09:58:26+01,,POINT(413346.2028000001 4872694.445699999)
SRBRGI8100144,Црномасница,Crnomasnica,"8105","1","70840",2021/01/21 09:58:26+01,,POINT(623521.4051000001 4881658.924900001)
SRBRGI8100145,Бор,Bor,"8104","2","70327",2021/01/21 09:58:26+01,,POINT(588462.6039000005 4880338.167199999)
SRBRGI8100146,Јовановац,Jovanovac,"8104","3","70645",2021/01/21 09:58:26+01,,POINT(498188.29700000025 4878109.0813)
SRBRGI8100147,Ресник Крагујевачки,Resnik Kragujevački,"8105","1","70645",2021/01/21 09:58:26+01,,POINT(497212.1655000001 4884049.2741)
SRBRGI8100148,Брзан,Brzan,"8105","1","70076",2021/01/21 09:58:26+01,,POINT(511620.58690000046 4884775.344900001)
SRBRGI8100149,Ресава,Resava,"8104","4","70491",2021/01/21 09:58:26+01,,POINT(528534.2569000004 4886878.029999999)
SRBRGI8100150,Прибој,Priboj,"8104","2","70971",2021/01/21 09:58:26+01,,POINT(380897.22009999957 4826498.9279)
SRBRGI8100151,Мутапова ћуприја,Mutapova ćuprija,"8106","4","71242",2021/01/21 09:58:26+01,,POINT(464645.25129999965 4855351.7291)
SRBRGI8100152,Бач,Bač,"8104","3","80055",2021/01/21 09:58:26+01,,POINT(362595.0954999998 5028275.827500001)
SRBRGI8100153,Параге,Parage,"8105","1","80063",2021/01/21 09:58:26+01,,POINT(373629.1497999998 5029372.0845)
SRBRGI8100154,преводница Шлајз,prevodnica Šlajz,"8110","4","80152",2021/01/21 09:58:26+01,,POINT(457684.7731999997 5032115.8806)
SRBRGI8100155,Лука у Београду,Luka u Beogradu,"8109","3","70203",2021/01/21 09:58:26+01,,POINT(458657.64159999974 4963518.8649)
SRBRGI8100156,Аеродром Панчево,Aerodrom Pančevo,"8107","3","80314",2021/01/21 09:58:26+01,,POINT(471305.9436999997 4971294.267899999)
SRBRGI8100157,навоз на Подине,navoz na Podine,"8111","3","70289",2021/01/21 09:58:26+01,,POINT(370721.74260000046 4967492.197799999)
SRBRGI8100158,Селачка река,Selačka reka,"8105","1","70556",2021/01/21 09:58:26+01,,POINT(604786.0177999996 4840249.5035)
SRBRGI8100159,Мали Извор,Mali Izvor,"8105","1","70556",2021/01/21 09:58:26+01,,POINT(605347.8256999999 4843855.289000001)
SRBRGI8100160,Бачки Моноштор,Bački Monoštor,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(341950.14109999966 5072477.848300001)
SRBRGI8100161,Бездан,Bezdan,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(340021.5850999998 5079074.6953)
SRBRGI8100162,Стрелиште,Strelište,"8105","1","80314",2021/01/21 09:58:26+01,,POINT(473637.9003999997 4968551.500700001)
SRBRGI8100163,Ненадовац,Nenadovac,"8105","1","70092",2021/01/21 09:58:26+01,,POINT(454790.7929999996 4939845.079700001)
SRBRGI8100164,Инђија село,Inđija selo,"8105","1","80179",2021/01/21 09:58:26+01,,POINT(428625.92090000026 4987312.174900001)
SRBRGI8100165,Алибунар,Alibunar,"8104","3","80039",2021/01/21 09:58:26+01,,POINT(496638.14609999955 4991046.0370000005)
SRBRGI8100166,Јокина ћуприја,Jokina ćuprija,"8106","4","71234",2021/01/21 09:58:26+01,,POINT(395903.21219999995 4835274.9388)
SRBRGI8100167,Аеродром Бор,Aerodrom Bor,"8107","2","70327",2021/01/21 09:58:26+01,,POINT(590960.3185999999 4874433.945499999)
SRBRGI8100168,Мали Београд,Mali Beograd,"8105","1","80438",2021/01/21 09:58:26+01,,POINT(396201.1684999997 5083483.1173)
SRBRGI8100169,Наумовићево,Naumovićevo,"8104","4","80438",2021/01/21 09:58:26+01,,POINT(397915.67200000025 5097730.9583)
SRBRGI8100170,Сомбор,Sombor,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(353411.7215999998 5072022.3486)
SRBRGI8100171,Грделица,Grdelica,"8104","2","70726",2021/01/21 09:58:26+01,,POINT(586341.9642000003 4749743.2269)
SRBRGI8100172,Мердаре,Merdare,"8104","2","70688",2021/01/21 09:58:26+01,,POINT(521426.89910000004 4755013.4922)
SRBRGI8100173,Винарце,Vinarce,"8104","2","70726",2021/01/21 09:58:26+01,,POINT(576377.8339 4766079.8682)
SRBRGI8100174,Рашка,Raška,"8104","2","71021",2021/01/21 09:58:26+01,,POINT(468827.42480000015 4793465.807)
SRBRGI8100175,Мртвачки мост,Mrtvački most,"8106","3","70939",2021/01/21 09:58:26+01,,POINT(630429.9562999997 4795106.227)
SRBRGI8100176,Радов дол,Radov dol,"8105","1","70084",2021/01/21 09:58:26+01,,POINT(596039.3459000001 4795402.560900001)
SRBRGI8100177,Островица,Ostrovica,"8104","2","71285",2021/01/21 09:58:26+01,,POINT(590652.4183999998 4798434.692)
SRBRGI8100178,Ниш ранжирна,Niš ranžirna,"8104","3","71315",2021/01/21 09:58:26+01,,POINT(567782.0239000004 4798205.5858)
SRBRGI8100179,Димитровград,Dimitrovgrad,"8104","2","70505",2021/01/21 09:58:26+01,,POINT(643845.9111000001 4763564.966499999)
SRBRGI8100180,Живково,Živkovo,"8105","1","70726",2021/01/21 09:58:26+01,,POINT(576588.0219999999 4769202.255799999)
SRBRGI8100181,Пирот,Pirot,"8104","2","70939",2021/01/21 09:58:26+01,,POINT(629017.0787000004 4780852.876800001)
SRBRGI8100182,Ђурђево поље,Đurđevo polje,"8105","1","70939",2021/01/21 09:58:26+01,,POINT(618442.7621999998 4787514.3599)
SRBRGI8100183,Прокупље,Prokuplje,"8104","2","70998",2021/01/21 09:58:26+01,,POINT(548162.5713 4786308.8715)
SRBRGI8100184,Белољин,Beloljin,"8104","3","70998",2021/01/21 09:58:26+01,,POINT(533298.2918999996 4786346.7884)
SRBRGI8100185,Црвени Крст,Crveni Krst,"8104","2","71315",2021/01/21 09:58:26+01,,POINT(571456.7170000002 4798111.568700001)
SRBRGI8100186,Трупале,Trupale,"8104","3","71315",2021/01/21 09:58:26+01,,POINT(566366.8219999997 4800857.432700001)
SRBRGI8100187,Панчевачки мост,Pančevački most,"8105","1","70203",2021/01/21 09:58:26+01,,POINT(459735.6923000002 4963342.744100001)
SRBRGI8100188,Београд доњи град,Beograd donji grad,"8104","2","70246",2021/01/21 09:58:26+01,,POINT(457101.19570000004 4964093.9771)
SRBRGI8100189,Дунав,Dunav,"8104","2","70203",2021/01/21 09:58:26+01,,POINT(458893.7932000002 4963042.2509)
SRBRGI8100190,Тошин бунар,Tošin bunar,"8105","1","70181",2021/01/21 09:58:26+01,,POINT(452125.4347000001 4962912.4155)
SRBRGI8100191,Земун ТПС,Zemun TPS,"8104","2","70157",2021/01/21 09:58:26+01,,POINT(448891.98309999984 4965495.642899999)
SRBRGI8100192,Земунско Поље,Zemunsko Polje,"8104","2","70157",2021/01/21 09:58:26+01,,POINT(447436.0465000002 4967354.435900001)
SRBRGI8100193,Хајдуково,Hajdukovo,"8105","1","80438",2021/01/21 09:58:26+01,,POINT(408088.2865000004 5107535.3814)
SRBRGI8100194,Мартонош,Martonoš,"8105","1","80195",2021/01/21 09:58:26+01,,POINT(424848.0301000001 5106927.8171)
SRBRGI8100195,Бочар,Bočar,"8105","1","80268",2021/01/21 09:58:26+01,,POINT(444443.3474000003 5067782.430400001)
SRBRGI8100196,Александрово,Aleksandrovo,"8105","1","80438",2021/01/21 09:58:26+01,,POINT(398460.6763000004 5101938.5907000005)
SRBRGI8100197,Верушић,Verušić,"8105","1","80438",2021/01/21 09:58:26+01,,POINT(397403.0248999996 5093357.1919)
SRBRGI8100198,Кула,Kula,"8104","2","80233",2021/01/21 09:58:26+01,,POINT(384215.73280000035 5051176.155099999)
SRBRGI8100199,Сивац,Sivac,"8104","2","80233",2021/01/21 09:58:26+01,,POINT(373720.08249999955 5061230.2259)
SRBRGI8100200,Нови Сивац,Novi Sivac,"8105","1","80233",2021/01/21 09:58:26+01,,POINT(373259.1023000004 5063798.544199999)
