geoidentifikator,administrativeunit,name_1,name_2,type,localtype,leastdetailedviewingscale,mostdetailedviewingscale,beginlifespanversion,endlifespanversion,languagegeoname,languageiso_639,script,nativeness,namestatus,standardizationdata,sourceofname,responsibleinstitution,grammaticalgender,grammaticalnumber,note_,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6100353,Нови Пазар,Grubetiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730246","148","2011",,POINT(462619.7394000003 4763154.507999999)
SRBRGI6100354,Нови Пазар,Hotkovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","731013","282","2011",,POINT(462260.4587000003 4776947.134299999)
SRBRGI6100355,Нови Пазар,Ivanča,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730360","1038","2011",,POINT(455828.06439999957 4776566.533600001)
SRBRGI6100356,Нови Пазар,Izbice,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730378","1596","2011",,POINT(464500.3848000001 4775506.307600001)
SRBRGI6100357,Нови Пазар,Janča,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730408","526","2011",,POINT(442907.5449999999 4786048.6305)
SRBRGI6100358,Нови Пазар,Javor,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730394","9","2011",,POINT(468115.4210999999 4764921.6371)
SRBRGI6100359,Нови Пазар,Joha,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,потребна провера,"5","70874","730416","15","2011",,POINT(467662.18010000046 4778712.6501)
SRBRGI6100360,Нови Пазар,Kašalj,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730424","19","2011",,POINT(470873.7692999998 4765868.6855999995)
SRBRGI6100361,Нови Пазар,Koprivica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730467","86","2011",,POINT(464877.60539999977 4782856.4059)
SRBRGI6100362,Нови Пазар,Kosuriće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730475","90","2011",,POINT(456858.2893000003 4781981.7169)
SRBRGI6100363,Нови Пазар,Kovačevo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730432","240","2011",,POINT(453903.20249999966 4785430.5614)
SRBRGI6100364,Нови Пазар,Kožlje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730459","577","2011",,POINT(455390.86259999964 4763130.0034)
SRBRGI6100365,Нови Пазар,Kruševo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70874","730483","425","2011",,POINT(455029.88609999977 4767377.8323)
SRBRGI6100366,Тутин,Jarebica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743674","149","2011",,POINT(437000.75549999997 4765175.6227)
SRBRGI6100367,Тутин,Jeliće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743704","83","2011",,POINT(453589.9784000004 4759509.356699999)
SRBRGI6100368,Тутин,Jezgroviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743682","217","2011",,POINT(457662.1880000001 4758323.809900001)
SRBRGI6100369,Димитровград,Болев Дол,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714186","5","2011",,POINT(656357.3305000002 4775767.7783)
SRBRGI6100370,Димитровград,Куса Врана,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714461","80","2011",,POINT(627468.3162000002 4759388.5474)
SRBRGI6100371,Димитровград,Трънски Одоровци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714631","113","2011",,POINT(632717.1765999999 4755033.980900001)
SRBRGI6100372,Димитровград,Поганово,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714542","31","2011",,POINT(635891.9330000002 4758798.594699999)
SRBRGI6100373,Димитровград,Бански Дол,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714194","7","2011",,POINT(636772.5866 4761790.797800001)
SRBRGI6100374,Димитровград,Планиница,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714534","2","2011",,POINT(638082.1299999999 4762084.2826000005)
SRBRGI6100375,Димитровград,Гоин Дол,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714305","242","2011",,POINT(639581.4994000001 4764593.620100001)
SRBRGI6100376,Димитровград,Паскъшия,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714500","6","2011",,POINT(642522.5258999998 4766944.455399999)
SRBRGI6100377,Димитровград,Петърлаш,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714526","11","2011",,POINT(645698.7324999999 4769304.913699999)
SRBRGI6100378,Димитровград,Височки Одоровци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714275","68","2011",,POINT(647751.2522 4773777.7075)
SRBRGI6100379,Димитровград,Цариброд,,"6","6002","500000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714364","6278","2011",,POINT(644728.6353000002 4764004.5075)
SRBRGI6100380,Димитровград,Белеш,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","746657","773","2011",,POINT(642804.1937999995 4763452.946599999)
SRBRGI6100381,Димитровград,Желюша,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714429","1311","2011",,POINT(641194.1233000001 4763999.836200001)
SRBRGI6100382,Димитровград,Радейна,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714585","84","2011",,POINT(649190.5131000001 4767900.1908)
SRBRGI6100383,Димитровград,Вълковия,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714283","19","2011",,POINT(655994.5739000002 4772383.976299999)
SRBRGI6100384,Димитровград,Мазгош,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714488","30","2011",,POINT(655083.3046000004 4770033.277799999)
SRBRGI6100385,Димитровград,Бребевница,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714259","25","2011",,POINT(654224.1113999998 4768027.2556)
SRBRGI6100386,Босилеград,Доганица,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706728","28","2011",,POINT(609859.1105000004 4694357.0370000005)
SRBRGI6100387,Босилеград,Рикачево,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706957","87","2011",,POINT(620795.6025 4695865.808599999)
SRBRGI6100388,Босилеград,Ярешник,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706825","50","2011",,POINT(614042.4913999997 4694856.0689)
SRBRGI6100389,Босилеград,Назърица,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706876","28","2011",,POINT(612032.2300000004 4695575.304)
SRBRGI6100390,Босилеград,Зли дол,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706809","129","2011",,POINT(617649.7165999999 4698617.054199999)
SRBRGI6100391,Босилеград,Бресница,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706639","45","2011",,POINT(620319.4296000004 4700078.8665)
SRBRGI6100392,Босилеград,Млекоминци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706850","88","2011",,POINT(623464.2402999997 4701093.0386)
SRBRGI6100393,Босилеград,Буцалево,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706647","14","2011",,POINT(620929.9541999996 4701407.0516)
SRBRGI6100394,Босилеград,Дукат,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706787","260","2011",,POINT(609376.3459000001 4699752.777899999)
SRBRGI6100395,Босилеград,Радичевци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706906","155","2011",,POINT(621977.1338999998 4702841.5320999995)
SRBRGI6100396,Босилеград,Църнощица,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706965","144","2011",,POINT(613207.1791000003 4700211.9167)
SRBRGI6100397,Босилеград,Райчиловци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706914","1840","2011",,POINT(621025.3936999999 4704637.202400001)
SRBRGI6100398,Босилеград,Паралово,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706884","104","2011",,POINT(618615.4294999996 4704467.177999999)
SRBRGI6100399,Босилеград,Белут,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706574","58","2011",,POINT(623655.7633999996 4705279.225500001)
SRBRGI6100400,Димитровград,Сенокос,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714593","29","2011",,POINT(656626.0399000002 4778705.172599999)
SRBRGI6100401,Димитровград,Драговита,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714402","49","2011",,POINT(635692.5577999996 4755675.526699999)
SRBRGI6100402,Димитровград,Скървеница,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714607","24","2011",,POINT(640521.9197000004 4752754.7278)
SRBRGI6100403,Димитровград,Барйе,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714208","29","2011",,POINT(640167.2324999999 4755715.4911)
SRBRGI6100404,Димитровград,Прача,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714569","0","2011",,POINT(641721.8536 4759637.001499999)
SRBRGI6100405,Димитровград,Грапа,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714348","3","2011",,POINT(638969.4387999997 4760751.953500001)
SRBRGI6100406,Димитровград,Моинци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714496","24","2011",,POINT(654112.6090000002 4771004.162900001)
SRBRGI6100407,Димитровград,Пъртопопинци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714577","45","2011",,POINT(652324.1671000002 4769769.259400001)
SRBRGI6100408,Димитровград,Искровци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714445","24","2011",,POINT(635206.3958999999 4751607.9965)
SRBRGI6100409,Димитровград,Гуленовци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714356","22","2011",,POINT(648470.4606999997 4773879.2157000005)
SRBRGI6100410,Димитровград,Бракьевци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714232","5","2011",,POINT(652010.3288000003 4776015.313100001)
SRBRGI6100411,Димитровград,Каменица,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714453","15","2011",,POINT(653868.6547999997 4777520.569800001)
SRBRGI6100412,Босилеград,Босилеград,,"6","6002","500000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706604","2624","2011",,POINT(620962.6122000003 4706473.4177)
SRBRGI6100413,Босилеград,Горна Любата,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706680","296","2011",,POINT(606354.8671000004 4706243.8421)
SRBRGI6100414,Босилеград,Гложие,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706655","278","2011",,POINT(614830.8404000001 4707554.333900001)
SRBRGI6100415,Босилеград,Бистър,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706582","107","2011",,POINT(618421.4820999997 4692327.990900001)
SRBRGI6100416,Босилеград,Бранковци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706612","77","2011",,POINT(622270.8015999999 4696813.8869)
SRBRGI6100417,Босилеград,Извор,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70335","706817","61","2011",,POINT(624400.7609999999 4708123.1961)
SRBRGI6100418,Димитровград,Верзар,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714267","1","2011",,POINT(643988.6694 4758284.602399999)
SRBRGI6100419,Димитровград,Било,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714224","3","2011",,POINT(642361.8908000002 4757415.271299999)
