geoidentifikator,administrativeunit,name_1,name_2,type,localtype,leastdetailedviewingscale,mostdetailedviewingscale,beginlifespanversion,endlifespanversion,languagegeoname,languageiso_639,script,nativeness,namestatus,standardizationdata,sourceofname,responsibleinstitution,grammaticalgender,grammaticalnumber,note_,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6100453,Апатин,Sonta,,"6","6003","250000",,,,"3","3",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80047","800228","4331","2011",,POINT(351405.7865000004 5050625.437899999)
SRBRGI6100454,Сомбор,Monoštor,,"6","6003","250000",,,,"3","3",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80381","803871","3485","2011",,POINT(339422.55030000024 5073205.830800001)
SRBRGI6100455,Суботица,Bajmak,,"6","6003","250000",,,,"3","3",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804452","7414","2011",,POINT(377892.94299999997 5091585.0518)
SRBRGI6100456,Жабаљ,Ґосподїнци,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80136","801305","3715","2011",,POINT(420892.18489999976 5028545.0644000005)
SRBRGI6100457,Жабаљ,Чуроґ,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80136","801330","8166","2011",,POINT(427450.80590000004 5035963.8802000005)
SRBRGI6100458,Жабаљ,Жабель,,"6","6002","500000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80136","801321","9161","2011",,POINT(426654.26290000044 5024804.0703)
SRBRGI6100459,Жабаљ,Дюрдьов,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80136","801313","5092","2011",,POINT(426743.4899000004 5019392.619999999)
SRBRGI6100460,Шид,Куковци,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80497","805041","1955","2011",,POINT(369497.51910000015 4992113.1379)
SRBRGI6100461,Бачка Топола,Бачка Тополя,,"6","6002","500000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80071","800473","14573","2011",,POINT(394033.8212000001 5074277.977399999)
SRBRGI6100462,Врбас,Коцур,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80462","804789","4348","2011",,POINT(389572.40479999967 5041459.702299999)
SRBRGI6100463,Врбас,Вербас,,"6","6002","500000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80462","804827","24112","2011",,POINT(393871.16970000044 5047401.3785)
SRBRGI6100464,Шид,Бикич Дол,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80497","804967","269","2011",,POINT(365618.9670000002 5001402.7193)
SRBRGI6100465,Кула,Крущич,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80233","802425","1852","2011",,POINT(372780.52720000036 5052277.2173999995)
SRBRGI6100466,Кула,Сивец,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80233","802476","7895","2011",,POINT(374009.90479999967 5062123.3100000005)
SRBRGI6100467,Кула,Червинка,,"6","6002","500000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80233","802484","9001","2011",,POINT(379725.48620000016 5057252.7157000005)
SRBRGI6100468,Кула,Руски Керестур,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80233","802468","4585","2011",,POINT(376410.0932 5046708.7213)
SRBRGI6100469,Петроварадин,Сримска Каменїца,,"6","6002","500000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80284","802867","12273","2011",,POINT(409132.03369999956 5008411.0371)
SRBRGI6100470,Бачка Топола,Нове Орахово,,"6","6003","250000",,,,"10","10",Cyrl,"1","1",,"29",Републички геодетски завод,,,,"5","80071","800597","1768","2011",,POINT(404882.17069999967 5078151.434599999)
SRBRGI6100471,Зрењанин,Zrenianin,,"6","6001","750000",,,,"7","7",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80152","801542","76511","2011",,POINT(452314.0689000003 5025397.2829)
SRBRGI6100472,Зрењанин,Ecica,,"6","6003","250000",,,,"7","7",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80152","801534","3999","2011",,POINT(456063.9671 5018387.6143)
SRBRGI6100473,Зрењанин,Iancaid,,"6","6003","250000",,,,"7","7",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80152","801569","530","2011",,POINT(455766.23730000015 5035798.7048)
SRBRGI6100474,Зрењанин,Clec,,"6","6003","250000",,,,"7","7",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80152","801577","2706","2011",,POINT(459279.79870000016 5029877.0353)
SRBRGI6100475,Суботица,Csantavér,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804649","6591","2011",,POINT(404248.4603000004 5085950.0261)
SRBRGI6100476,Суботица,Visnyevác,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804509","543","2011",,POINT(402535.7301000003 5089278.0888)
SRBRGI6100477,Суботица,Ludas,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804657","1115","2011",,POINT(409304.53890000004 5102049.426999999)
SRBRGI6100478,Нова Црња,Magyarcsernye,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80250","802557","1509","2011",,POINT(469224.5329999998 5057259.3179)
SRBRGI6100479,Кикинда,Töröktopolya,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80209","802115","866","2011",,POINT(458220.82930000033 5057795.2607)
SRBRGI6100480,Кикинда,Kisorosz,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80209","802204","2813","2011",,POINT(467059.74260000046 5067262.193399999)
SRBRGI6100481,Суботица,Kisbosznia,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804568","1082","2011",,POINT(389462.8772999998 5099572.894300001)
SRBRGI6100482,Суботица,Dusanovó,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804487","627","2011",,POINT(405710.16309999954 5084336.5559)
SRBRGI6100483,Суботица,Békova,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804495","1487","2011",,POINT(403987.9935999997 5096793.9713)
SRBRGI6100484,Кањижа,Horgos,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","802107","5709","2011",,POINT(420120.8355999999 5111524.750700001)
SRBRGI6100485,Нови Кнежевац,Majdány,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80276","802662","210","2011",,POINT(443220.33110000007 5104623.921700001)
SRBRGI6100486,Нови Кнежевац,Oroszlámos,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80276","802638","1398","2011",,POINT(441452.3233000003 5101670.8741)
SRBRGI6100487,Бела Црква,Kusics,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800856","1164","2011",,POINT(537927.0955999997 4969384.7009)
SRBRGI6100488,Бела Црква,Varázsliget,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800775","1348","2011",,POINT(529052.2346000001 4969584.384099999)
SRBRGI6100489,Сомбор,Béreg,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80381","803863","1140","2011",,POINT(339735.4389000004 5087161.951300001)
SRBRGI6100490,Тутин,Južni Kočarnik,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743712","73","2011",,POINT(445688.5340999998 4757721.212099999)
SRBRGI6100491,Тутин,Bregove,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743305","40","2011",,POINT(447267.26549999975 4753045.6895)
SRBRGI6100492,Тутин,Bujkoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743321","73","2011",,POINT(442213.8276000004 4762070.216600001)
SRBRGI6100493,Тутин,Kadiluk,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744140","80","2011",,POINT(450030.0368999997 4766723.4092)
SRBRGI6100494,Тутин,Čmanjke,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744166","68","2011",,POINT(455101.74679999985 4760814.322000001)
SRBRGI6100495,Тутин,Čulije,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","744131","63","2011",,POINT(453762.9656999996 4754111.788699999)
SRBRGI6100496,Тутин,Delimeđe,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743496","509","2011",,POINT(443338.0027999999 4772751.928200001)
SRBRGI6100497,Тутин,Devreče,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743488","64","2011",,POINT(433011.00989999995 4769633.5274)
SRBRGI6100498,Тутин,Dobri Dub,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743518","186","2011",,POINT(444637.77660000045 4767639.8038)
SRBRGI6100499,Тутин,Dobrinje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743526","101","2011",,POINT(448754.93960000016 4755531.116599999)
SRBRGI6100500,Тутин,Dubovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743569","1089","2011",,POINT(445654.9101 4761697.5918000005)
SRBRGI6100501,Тутин,Dulebe,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743577","54","2011",,POINT(446055.03199999966 4756206.4057)
SRBRGI6100502,Тутин,Župa,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743615","654","2011",,POINT(448775.4446999999 4757942.901000001)
SRBRGI6100503,Тутин,Žirče,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743607","370","2011",,POINT(447401.7363999998 4764137.441400001)
SRBRGI6100504,Тутин,Zapadni Mojstir,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743631","446","2011",,POINT(452115.1966000004 4751431.9374)
SRBRGI6100505,Тутин,Veseniće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743348","465","2011",,POINT(455689.94209999964 4758764.4968)
SRBRGI6100506,Тутин,Velje Polje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743330","594","2011",,POINT(442623.35500000045 4759369.281099999)
SRBRGI6100507,Пријепоље,Gornje Babine,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734497","217","2011",,POINT(378880.5290999999 4808668.5633000005)
SRBRGI6100508,Пријепоље,Jabuka,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734713","275","2011",,POINT(379612.2204 4800626.426100001)
SRBRGI6100509,Пријепоље,Kamena Gora,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734730","167","2011",,POINT(383561.0491000004 4793272.8597)
SRBRGI6100510,Сјеница,Zahumsko,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739618","135","2011",,POINT(404305.2673000004 4776109.9968)
SRBRGI6100511,Сјеница,Visočka,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739324","48","2011",,POINT(402125.3388 4776134.9103999995)
SRBRGI6100512,Тутин,Detane,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71188","743500","164","2011",,POINT(441375.65979999956 4757270.853800001)
SRBRGI6100513,Пријепоље,Orašac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734993","158","2011",,POINT(391631.58079999965 4791256.861)
SRBRGI6100514,Пријепоље,Mataruge,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734870","130","2011",,POINT(389198.7125000004 4792321.888)
SRBRGI6100515,Пријепоље,Hrta,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735191","103","2011",,POINT(388008.42760000005 4793754.9956)
SRBRGI6100516,Пријепоље,Mijani,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734896","12","2011",,POINT(387589.88719999976 4797392.8971)
SRBRGI6100517,Пријепоље,Skokuće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735132","68","2011",,POINT(386238.9715999998 4798172.953400001)
SRBRGI6100518,Пријепоље,Vinicka,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734454","362","2011",,POINT(389605.75459999964 4797273.978599999)
SRBRGI6100519,Пријепоље,Miljevići,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734942","478","2011",,POINT(390067.8192999996 4796041.7962)
SRBRGI6100520,Пријепоље,Pranjci,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735060","326","2011",,POINT(391050.88599999994 4798199.2862)
SRBRGI6100521,Пријепоље,Kovačevac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734799","1604","2011",,POINT(390008.74810000043 4799333.7556)
SRBRGI6100522,Пријепоље,Mijoska,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734900","777","2011",,POINT(388772.1478000004 4800237.263900001)
SRBRGI6100523,Пријепоље,Ratajska,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","735094","2032","2011",,POINT(388609.2922 4801376.203199999)
SRBRGI6100524,Пријепоље,Bjelahova,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70980","734403","75","2011",,POINT(392645.8744000001 4788666.3103)
SRBRGI6100525,Сјеница,Kalipolje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739642","11","2011",,POINT(421588.7884999998 4807740.7916)
SRBRGI6100526,Сјеница,Boroviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739260","39","2011",,POINT(420212.85890000034 4806736.400900001)
SRBRGI6100527,Сјеница,Ponorac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739910","233","2011",,POINT(421273.9166000001 4803147.028100001)
SRBRGI6100528,Сјеница,Papiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739871","92","2011",,POINT(420008.25569999963 4804341.3389)
SRBRGI6100529,Сјеница,Ursule,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740128","335","2011",,POINT(416722.2659 4803723.411499999)
SRBRGI6100530,Сјеница,Gornje Lopiže,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739405","40","2011",,POINT(413401.0586000001 4801126.8752)
SRBRGI6100531,Сјеница,Skradnik,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740004","1","2011",,POINT(411629.06570000015 4799391.7587)
SRBRGI6100532,Сјеница,Donje Goračice,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739464","41","2011",,POINT(410673.17059999984 4797755.4706)
SRBRGI6100533,Сјеница,Krivaja,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739758","8","2011",,POINT(411751.3865 4796447.2762)
SRBRGI6100534,Сјеница,Ušak,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740136","9","2011",,POINT(415458.74930000026 4799157.788699999)
SRBRGI6100535,Сјеница,Družiniće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739529","10","2011",,POINT(417370.3443999998 4800354.568499999)
SRBRGI6100536,Сјеница,Donje Lopiže,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739472","85","2011",,POINT(415363.36199999973 4796923.1752)
SRBRGI6100537,Сјеница,Kanjevina,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739677","67","2011",,POINT(421027.07459999993 4800535.028000001)
SRBRGI6100538,Сјеница,Krstac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739774","18","2011",,POINT(420310.29920000024 4798573.0013)
SRBRGI6100539,Сјеница,Bačija,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739189","24","2011",,POINT(422492.97950000037 4798583.8846)
SRBRGI6100540,Сјеница,Višnjice,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739359","34","2011",,POINT(427223.8015999999 4792185.2415)
SRBRGI6100541,Сјеница,Boguti,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739227","52","2011",,POINT(425668.8925000001 4792025.370999999)
SRBRGI6100542,Сјеница,Bagačiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739154","66","2011",,POINT(425084.68840000033 4793430.612600001)
SRBRGI6100543,Сјеница,Čipalje,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740217","145","2011",,POINT(423569.52660000045 4794105.6425)
SRBRGI6100544,Сјеница,Vapa,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739308","254","2011",,POINT(421389.2034999998 4795051.3814)
SRBRGI6100545,Сјеница,Čedovo,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740209","70","2011",,POINT(418995.50939999986 4794981.8004)
SRBRGI6100546,Сјеница,Strahiniće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740012","20","2011",,POINT(417535.4792999998 4794629.207599999)
SRBRGI6100547,Сјеница,Uvac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740101","15","2011",,POINT(416500.2570000002 4793357.808599999)
SRBRGI6100548,Сјеница,Šušure,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740250","26","2011",,POINT(413821.83579999954 4791332.901900001)
SRBRGI6100549,Сјеница,Mašoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739839","130","2011",,POINT(411892.0323000001 4794199.494100001)
SRBRGI6100550,Сјеница,Gonje ,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,потребна провера,"5","71072","739235","111","2011",,POINT(407686.8278000001 4793022.0052000005)
SRBRGI6100551,Сјеница,Pralja,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739928","16","2011",,POINT(411287.6738999998 4792284.2762)
SRBRGI6100552,Сјеница,Caričina,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740152","13","2011",,POINT(408439.67509999964 4787673.8407000005)
SRBRGI6100553,Сјеница,Grabovica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739421","24","2011",,POINT(413224.35250000004 4789607.5001)
SRBRGI6100554,Сјеница,Trijebine,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740071","396","2011",,POINT(413272.29899999965 4785672.529999999)
SRBRGI6100555,Сјеница,Sjenica,,"6","6002","500000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739995","14060","2011",,POINT(418875.9927000003 4791648.6306)
SRBRGI6100556,Сјеница,Medare,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739847","398","2011",,POINT(420945.27550000045 4789590.7173)
SRBRGI6100557,Сјеница,Zaječiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739600","375","2011",,POINT(421304.5201000003 4786478.431600001)
SRBRGI6100558,Сјеница,Breza,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739278","88","2011",,POINT(420738.61170000024 4787743.0962000005)
SRBRGI6100559,Сјеница,Dubnica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739537","473","2011",,POINT(419336.0230999999 4788123.1645)
SRBRGI6100560,Сјеница,Dujke,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739553","225","2011",,POINT(419000.9212999996 4784900.9814)
SRBRGI6100561,Сјеница,Raždaginja,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739936","543","2011",,POINT(421082.4036999997 4785395.302300001)
SRBRGI6100562,Сјеница,Krće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739782","374","2011",,POINT(423080.5398000004 4785361.2139)
SRBRGI6100563,Сјеница,Vrhsjenice,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739383","146","2011",,POINT(424683.0881000003 4785398.3683)
SRBRGI6100564,Сјеница,Dragojloviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739499","125","2011",,POINT(426074.2547000004 4786983.134099999)
SRBRGI6100565,Сјеница,Gradac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739430","90","2011",,POINT(427357.70359999966 4787774.9816)
SRBRGI6100566,Сјеница,Kneževac,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739715","93","2011",,POINT(428938.69070000015 4790379.0043)
SRBRGI6100567,Сјеница,Kokošiće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739731","100","2011",,POINT(429962.2081000004 4790949.719900001)
SRBRGI6100568,Сјеница,Veskoviće,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739316","48","2011",,POINT(431398.66110000014 4791691.392100001)
SRBRGI6100569,Сјеница,Sušica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740055","23","2011",,POINT(435939.56570000015 4792119.7607)
SRBRGI6100570,Сјеница,Šare,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","740233","154","2011",,POINT(438455.7664000001 4791560.7652)
SRBRGI6100571,Сјеница,Goluban,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739391","39","2011",,POINT(437325.38150000013 4789740.018100001)
SRBRGI6100572,Сјеница,Kamešnica,,"6","6003","250000",,,,"4","4",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","71072","739669","258","2011",,POINT(433956.87490000017 4784133.108899999)
SRBRGI6100573,Димитровград,Изатовци,,"6","6003","250000",,,,"6","6",Cyrl,"1","1",,"22",Републички геодетски завод,,,,"5","70505","714437","28","2011",,POINT(653191.9139 4775879.4255)
SRBRGI6100574,Сомбор,Őrszállás,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80381","803987","3987","2011",,POINT(357694.60419999994 5088766.3792)
SRBRGI6100575,Кикинда,Mokrin,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80209","802166","5270","2011",,POINT(454234.4940999998 5086903.446699999)
SRBRGI6100576,Сечањ,Surján,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80373","803847","253","2011",,POINT(490053.3130000001 5027249.2524)
SRBRGI6100577,Бачка Топола,Topolya,,"6","6002","500000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80071","800473","14573","2011",,POINT(394033.8212000001 5074277.977399999)
SRBRGI6100578,Бачка Топола,Cserepes,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80071","800481","480","2011",,POINT(386716.7421000004 5078353.588300001)
SRBRGI6100579,Бачка Топола,Brazília,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80071","800457","151","2011",,POINT(407566.4955000002 5066397.155200001)
SRBRGI6100580,Бачка Топола,Bajsa,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80071","800465","2297","2011",,POINT(389869.41089999955 5070320.3289)
SRBRGI6100581,Бачка Топола,Bogaras,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80071","800490","83","2011",,POINT(407003.1841000002 5069402.7105)
SRBRGI6100582,Нови Кнежевац,Podlokány,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80276","802697","144","2011",,POINT(443622.8194000004 5096468.3133000005)
SRBRGI6100583,Суботица,Újzsednik,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804584","2381","2011",,POINT(396925.70579999965 5088455.261499999)
SRBRGI6100584,Суботица,Györgyén,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804533","1441","2011",,POINT(386661.59559999965 5088928.568600001)
SRBRGI6100585,Суботица,Nagyfény,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804606","1947","2011",,POINT(393825.39350000024 5089437.3972)
SRBRGI6100586,Сомбор,Doroszló,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80381","803901","1497","2011",,POINT(358534.1320000002 5051866.9882)
SRBRGI6100587,Сомбор,Sztapár,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80381","803995","3282","2011",,POINT(359839.26939999964 5058290.418199999)
