geoidentifikator,name_1,name_2,localtype,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6010648,Јездомировићи,Jezdomirovići,"6004","4","70661",,,,2017/02/01 01:00:00+01,POINT(379107.48709999956 4924664.7598)
SRBRGI6010649,Јанковићи,Jankovići,"6004","3","70661",,,,2017/02/01 01:00:00+01,POINT(379805.9885 4924855.260199999)
SRBRGI6010650,Миловановићи,Milovanovići,"6004","3","70661",,,,2017/02/01 01:00:00+01,POINT(379266.2374 4925433.111400001)
SRBRGI6010651,Лукићи,Lukići,"6004","2","70661",,,,2017/02/01 01:00:00+01,POINT(379532.93790000025 4925217.210899999)
SRBRGI6010652,Гајићи,Gajići,"6004","2","70661",,,,2017/02/01 01:00:00+01,POINT(378732.8362999996 4925261.661)
SRBRGI6010653,Симићи,Simići,"6004","2","70661",,,,2017/02/01 01:00:00+01,POINT(379012.2368999999 4925668.061799999)
SRBRGI6010654,Крстићи,Krstići,"6004","4","70661",,,,2017/02/01 01:00:00+01,POINT(378339.13549999986 4925572.8116999995)
SRBRGI6010655,Недељковићи,Nedeljkovići,"6004","2","70734",,,,2017/02/01 01:00:00+01,POINT(378288.3354000002 4926131.6128)
SRBRGI6010656,Горња Мала,Gornja Mala,"6004","4","70734",,,,2017/02/01 01:00:00+01,POINT(375354.62959999964 4925102.910700001)
SRBRGI6010657,Доња Мала,Donja Mala,"6004","4","70734",,,,2017/02/01 01:00:00+01,POINT(375691.1803000001 4925966.512399999)
SRBRGI6010658,Будимировићи,Budimirovići,"6004","2","70734",,,,2017/02/01 01:00:00+01,POINT(374967.27880000044 4926372.9133)
SRBRGI6010659,Максимовићи,Maksimovići,"6004","3","70734",,,,2017/02/01 01:00:00+01,POINT(377989.88489999995 4926582.4637)
SRBRGI6010660,Бања Бадања,Banja Badanja,"6004","4","70734",,,,2017/02/01 01:00:00+01,POINT(378393.1980999997 4926924.951400001)
SRBRGI6010661,Лазаревићи,Lazarevići,"6004","2","70734",,,,2017/02/01 01:00:00+01,POINT(378923.33669999987 4927547.6656)
SRBRGI6010662,Јованићи,Jovanići,"6004","2","70734",,,,2017/02/01 01:00:00+01,POINT(378806.6283999998 4927953.933700001)
SRBRGI6010663,Вилотићи,Vilotići,"6004","2","70734",,,,2017/02/01 01:00:00+01,POINT(378634.3657999998 4928260.178400001)
SRBRGI6010664,Марковићи,Markovići,"6004","2","70734",,,,2017/02/01 01:00:00+01,POINT(377727.1157999998 4927372.8343)
SRBRGI6010665,Петровићи,Petrovići,"6004","2","70734",,,,2017/02/01 01:00:00+01,POINT(377501.2603000002 4927346.037900001)
SRBRGI6010666,Ћосићи,Ćosići,"6004","2","70734",,,,2017/02/01 01:00:00+01,POINT(375583.23000000045 4927884.2162999995)
SRBRGI6010667,Церовчевићи,Cerovčevići,"6004","3","70734",,,,2017/02/01 01:00:00+01,POINT(375743.73780000024 4928419.7783)
SRBRGI6010668,Митровићи,Mitrovići,"6004","4","70734",,,,2017/02/01 01:00:00+01,POINT(374069.6294999998 4927467.2115)
SRBRGI6010669,Пантићи,Pantići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(408957.02139999997 4866470.4912)
SRBRGI6010670,Лазићи,Lazići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(407824.2796 4866086.0765)
SRBRGI6010671,Дикановићи,Dikanovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(407239.9693 4865706.7874)
SRBRGI6010672,Матијевићи,Matijevići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(407675.6392999999 4865173.7324)
SRBRGI6010673,Петронијевићи,Petronijevići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(408506.74789999984 4864991.256200001)
SRBRGI6010674,Миливојевићи,Milivojevići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(406681.28670000006 4864235.7607)
SRBRGI6010675,Симићи,Simići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(408372.71109999996 4863933.354499999)
SRBRGI6010676,Петровићи,Petrovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(405917.5828999998 4862882.621099999)
SRBRGI6010677,Радојчићи,Radojčići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(407419.36280000024 4862657.0978999995)
SRBRGI6010678,Савићи,Savići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(404856.5985000003 4862939.002)
SRBRGI6010679,Максимовићи,Maksimovići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(406932.43759999983 4862098.4153)
SRBRGI6010680,Газдићи,Gazdići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(406014.96800000034 4861647.368799999)
SRBRGI6010681,Костурићи,Kosturići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(405287.1429000003 4861262.9541)
SRBRGI6010682,Стефановићи,Stefanovići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(405038.29810000025 4861920.5494)
SRBRGI6010683,Кујунџићи,Kujundžići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(406112.3530000001 4860842.660800001)
SRBRGI6010684,Ђоковићи,Đokovići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(408172.81549999956 4860786.2798999995)
SRBRGI6010685,Басуровићи,Basurovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(405753.56599999964 4860237.8484000005)
SRBRGI6010686,Царина,Carina,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(406978.56740000006 4859094.8555)
SRBRGI6010687,Аџићи,Adžići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(405640.8043999998 4859079.4789)
SRBRGI6010688,Сретеновићи,Sretenovići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(408546.9791000001 4859515.148800001)
SRBRGI6010689,Горња Пора,Gornja Pora,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(406025.2189999996 4857803.2223000005)
SRBRGI6010690,Доња Пора,Donja Pora,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(406018.46270000003 4857247.958799999)
SRBRGI6010691,Врела,Vrela,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(407972.9199000001 4853943.699200001)
SRBRGI6010692,Ненадићи,Nenadići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(405781.0861999998 4854323.316299999)
SRBRGI6010693,Лекићи,Lekići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(407352.7309999997 4852790.4553)
SRBRGI6010694,Макањићи,Makanjići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(406865.6513 4853397.138599999)
SRBRGI6010695,Неговановићи,Negovanovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(405412.7433000002 4853614.0517)
SRBRGI6010696,Прљевићи,Prljevići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(404583.95129999984 4852923.487400001)
SRBRGI6010697,Тамбурићи,Tamburići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(405487.0384999998 4855225.0814)
SRBRGI6010698,Алино Брдо,Alino Brdo,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(404323.5434999997 4854015.456599999)
SRBRGI6010699,Бела Земља,Bela Zemlja,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(403742.9221999999 4852103.845899999)
SRBRGI6010700,Тоскићи,Toskići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(406404.50820000004 4852436.7938)
SRBRGI6010701,Ђурићи,Đurići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(405492.1640999997 4852375.2875)
SRBRGI6010702,Тешовићи,Tešovići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(406932.43759999983 4851985.747300001)
SRBRGI6010703,Николићи,Nikolići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(406553.1485000001 4851365.5583)
SRBRGI6010704,Мулићи,Mulići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(407193.8395999996 4850832.5034)
SRBRGI6010705,Гудурићи,Gudurići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(406286.50519999955 4850845.621200001)
SRBRGI6010706,Станићи,Stanići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(406239.46839999966 4851381.4845)
SRBRGI6010707,Кнежевићи,Kneževići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(404334.31099999975 4850196.108200001)
SRBRGI6010708,Бучевци,Bučevci,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(405910.1401000004 4849274.134299999)
SRBRGI6010709,Ивановићи,Ivanovići,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(404508.7257000003 4848744.2236)
SRBRGI6010710,Обреновићи,Obrenovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(405937.0407999996 4848091.818299999)
SRBRGI6010711,Мићићи,Mićići,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(406542.89740000013 4847577.7927)
SRBRGI6010712,Мојсиловићи,Mojsilovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(407958.40189999994 4847136.946799999)
SRBRGI6010713,Жунићи,Žunići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(405435.78330000024 4846147.770199999)
SRBRGI6010714,Мешник,Mešnik,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(405008.91889999993 4844684.490800001)
SRBRGI6010715,Бацетићи,Bacetići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(405271.76630000025 4844999.651799999)
SRBRGI6010716,Алексићи,Aleksići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(404595.1966000004 4844927.894400001)
SRBRGI6010717,Поњавићи,Ponjavići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(406291.74650000036 4844235.948000001)
SRBRGI6010718,Ћосе,Ćose,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(408198.44319999963 4846111.8915)
SRBRGI6010719,Глумци,Glumci,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(405927.8339999998 4842083.226)
SRBRGI6010720,Ристановићи,Ristanovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(405666.43200000003 4841196.5096)
SRBRGI6010721,Лазовићи,Lazovići,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(406973.44180000015 4841263.1414)
SRBRGI6010722,Јанковићи,Jankovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(407357.85649999976 4837659.8948)
SRBRGI6010723,Обрадовићи,Obradovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(405866.32770000026 4837198.5973000005)
SRBRGI6010724,Тошићи,Tošići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(406977.7440999998 4838015.0166)
SRBRGI6010725,Крејовићи,Krejovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(407967.7944 4834405.1842)
SRBRGI6010726,Доња Мала,Donja Mala,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(406640.28249999974 4833298.07)
SRBRGI6010727,Вуксановићи,Vuksanovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(404833.98560000025 4833592.770400001)
SRBRGI6010728,Обрадовићи,Obradovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(408321.4559000004 4830079.238)
SRBRGI6010729,Жунићи,Žunići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(406486.0526999999 4829424.255000001)
SRBRGI6010730,Стража,Straža,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(406582.6257999996 4827831.9893)
SRBRGI6010731,Спасојевићи,Spasojevići,"6004","3","70866",,,,2017/02/01 01:00:00+01,POINT(406101.0831000004 4827286.946599999)
SRBRGI6010732,Поповићи,Popovići,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(405349.66500000004 4826763.070499999)
SRBRGI6010733,Жунићи,Žunići,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(406686.9204000002 4825072.1052)
SRBRGI6010734,Јаџићи,Jadžići,"6004","3","70866",,,,2017/02/01 01:00:00+01,POINT(406762.54279999994 4826032.8191)
SRBRGI6010735,Брковићи,Brkovići,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(406085.2081000004 4821217.3928)
SRBRGI6010736,Лешевићи,Leševići,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(406762.54279999994 4819619.3061999995)
SRBRGI6010737,Нешковићи,Neškovići,"6004","2","70866",,,,2017/02/01 01:00:00+01,POINT(403545.20299999975 4820026.7654)
SRBRGI6010738,Запоље,Zapolje,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(401010.4896 4819016.055)
SRBRGI6010739,Бакаловина,Bakalovina,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(400465.44689999986 4817693.1357)
SRBRGI6010740,Кокин Брод,Kokin Brod,"6004","9","70866",,,,2017/02/01 01:00:00+01,POINT(402922.05790000036 4818334.186000001)
SRBRGI6010741,Шуњеварићи,Šunjevarići,"6004","3","70866",,,,2017/02/01 01:00:00+01,POINT(404540.03830000013 4821011.0174)
SRBRGI6010742,Недићи,Nedići,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(404254.28780000005 4822307.4783)
SRBRGI6010743,Браловићи,Bralovići,"6004","3","70866",,,,2017/02/01 01:00:00+01,POINT(402195.8252999997 4823175.3133000005)
SRBRGI6010744,Перишићи,Perišići,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(400867.61429999955 4824942.7335)
SRBRGI6010745,Ршуми,Ršumi,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(403589.5131000001 4830998.7051)
SRBRGI6010746,Горњи Љубиш,Gornji Ljubiš,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(403891.2034 4831012.8467999995)
SRBRGI6010747,Дацовићи,Dacovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(403094.5524000004 4831003.419)
SRBRGI6010748,Јоксимовићи,Joksimovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(404070.3320000004 4830583.880899999)
SRBRGI6010749,Митровићи,Mitrovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(404455.37150000036 4834377.7941)
SRBRGI6010750,Милићи,Milići,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(402809.6599000003 4839791.1799)
SRBRGI6010751,Лазовићи,Lazovići,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(402216.9919999996 4840087.513800001)
SRBRGI6010752,Дабићи,Dabići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(402127.0334999999 4839346.679)
SRBRGI6010753,Чумићи,Čumići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(401016.57459999993 4843368.5649999995)
SRBRGI6010754,Павловићи,Pavlovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(401433.82380000036 4845977.150599999)
SRBRGI6010755,Златићи,Zlatići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(403275.32749999966 4845754.9002)
SRBRGI6010756,Баковићи,Bakovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(404046.76240000036 4845365.763499999)
SRBRGI6010757,Церовићи,Cerovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(402682.6595999999 4846876.7358)
SRBRGI6010758,Барјактаревићи,Barjaktarevići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(401174.53160000034 4847183.653000001)
SRBRGI6010759,Зечевићи,Zečevići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(403994.9956 4849189.1987)
SRBRGI6010760,Трифуновићи,Trifunovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(403561.0780999996 4850829.6186999995)
SRBRGI6010761,Јевтовићи,Jevtovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(402264.6171000004 4850781.9936)
SRBRGI6010762,Шевковићи,Ševkovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(402455.1174999997 4851221.2028)
SRBRGI6010763,Гардићи,Gardići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(400988.53610000014 4853503.548800001)
SRBRGI6010764,Танасковићи,Tanaskovići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(400973.4479 4854433.2509)
SRBRGI6010765,Роганџићи,Rogandžići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(403112.6467000004 4855035.445900001)
SRBRGI6010766,Ђурићи,Đurići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(404107.1124 4856366.3269)
SRBRGI6010767,Радојчићи,Radojčići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(403738.8295999998 4856729.8232)
SRBRGI6010768,Панићи,Panići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(402698.5346999997 4857274.8815)
SRBRGI6010769,Кула,Kula,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(401287.30310000014 4856905.8092)
SRBRGI6010770,Беле Воде,Bele Vode,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(403358.20859999955 4858252.7162999995)
SRBRGI6010771,Дубци,Dubci,"6004","7","71145",,,,2017/02/01 01:00:00+01,POINT(402740.8680999996 4859010.5517)
SRBRGI6010772,Врела,Vrela,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(401333.2818999998 4858391.4254)
SRBRGI6010773,Бакрачлићи,Bakračlići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(402481.5758999996 4859904.8451000005)
SRBRGI6010774,Тулековац,Tulekovac,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(404079.6623999998 4860418.137800001)
SRBRGI6010775,Кнежевићи,Kneževići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(402370.4506999999 4861280.6811999995)
SRBRGI6010776,Старчевићи,Starčevići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(400735.32239999995 4861021.389)
SRBRGI6010777,Штитари,Štitari,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(401671.94930000044 4862291.3916)
SRBRGI6010778,Ћосићи,Ćosići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(400751.19739999995 4862291.3916)
SRBRGI6010779,Марјановићи,Marjanovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(403064.8849999998 4860196.462300001)
SRBRGI6010780,Челиковићи,Čelikovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(403656.32820000034 4860984.3473000005)
SRBRGI6010781,Мичевићи,Mičevići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(403770.9813000001 4861628.168)
SRBRGI6010782,Јоковићи,Jokovići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(402931.36849999987 4862508.350299999)
SRBRGI6010783,Јефтовићи,Jeftovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(401624.3241999997 4863212.1434)
SRBRGI6010784,Вранићи,Vranići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(404143.1626000004 4862074.4328000005)
SRBRGI6010785,Ивановићи,Ivanovići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(404910.45579999965 4864376.3124)
SRBRGI6010786,Јованчићевићи,Jovančićevići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(403966.9781999998 4864987.1515)
SRBRGI6010787,Тупаићи,Tupaići,"6004","4","70629",,,,2017/02/01 01:00:00+01,POINT(403979.1206 4870265.949200001)
SRBRGI6010788,Јоксимовићи,Joksimovići,"6004","3","70629",,,,2017/02/01 01:00:00+01,POINT(403222.4106999999 4869964.3236)
SRBRGI6010789,Марјановићи,Marjanovići,"6004","3","70068",,,,2017/02/01 01:00:00+01,POINT(401277.7193 4870350.616)
SRBRGI6010790,Митровићи,Mitrovići,"6004","2","70629",,,,2017/02/01 01:00:00+01,POINT(405079.7894000001 4872483.1620000005)
SRBRGI6010791,Дринчићи,Drinčići,"6004","3","70629",,,,2017/02/01 01:00:00+01,POINT(404402.45469999965 4872181.5364)
SRBRGI6010792,Букова Раван,Bukova Ravan,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(400505.13439999986 4870982.3100000005)
SRBRGI6010793,Петронијевићи,Petronijevići,"6004","2","70068",,,,2017/02/01 01:00:00+01,POINT(398760.2039000001 4872499.6985)
SRBRGI6010794,Николићи,Nikolići,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(398217.80700000003 4872262.8959)
SRBRGI6010795,Миљковићи,Miljkovići,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(399088.2878999999 4871477.081800001)
SRBRGI6010796,Млађеновићи,Mlađenovići,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(398203.2548000002 4871033.903899999)
SRBRGI6010797,Тејићи,Tejići,"6004","3","70068",,,,2017/02/01 01:00:00+01,POINT(398791.68939999957 4870427.3454)
SRBRGI6010798,Јанковићи,Jankovići,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(398350.8925999999 4869207.613700001)
SRBRGI6010799,Симићи,Simići,"6004","2","70068",,,,2017/02/01 01:00:00+01,POINT(398981.38069999963 4869606.5064)
SRBRGI6010800,Петковићи,Petkovići,"6004","3","70068",,,,2017/02/01 01:00:00+01,POINT(398554.09300000034 4868479.479)
SRBRGI6010801,Поточари,Potočari,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(398962.6105000004 4867527.506200001)
SRBRGI6010802,Благојевићи,Blagojevići,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(398084.19209999964 4867331.714199999)
SRBRGI6010803,Станово Брдо,Stanovo Brdo,"6004","3","70068",,,,2017/02/01 01:00:00+01,POINT(398295.85919999983 4867178.2555)
SRBRGI6010804,Јанковићи,Jankovići,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(398907.04789999966 4866186.066)
SRBRGI6010805,Чамићи,Čamići,"6004","3","70068",,,,2017/02/01 01:00:00+01,POINT(400339.50490000006 4864743.5548)
SRBRGI6010806,Пауновићи,Paunovići,"6004","3","70068",,,,2017/02/01 01:00:00+01,POINT(399524.58669999987 4865047.2971)
SRBRGI6010807,Максимовићи,Maksimovići,"6004","3","70068",,,,2017/02/01 01:00:00+01,POINT(398184.7340000002 4864720.271400001)
SRBRGI6010808,Ракићи,Rakići,"6004","4","70068",,,,2017/02/01 01:00:00+01,POINT(398840.90189999994 4863820.6863)
SRBRGI6010809,Граб,Grab,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(399903.3507000003 4861953.3868)
SRBRGI6010810,Бошковићи,Boškovići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(398708.61000000034 4861386.514799999)
SRBRGI6010811,Словићи,Slovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(398015.40029999986 4860238.220799999)
SRBRGI6010812,Гредица,Gredica,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(399190.6330000004 4860137.5611000005)
SRBRGI6010813,Шеварија,Ševarija,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(400661.1201999998 4860102.6161)
SRBRGI6010814,Маџаревићи,Madžarevići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(398052.4419999998 4858851.8014)
SRBRGI6010815,Мирковићи,Mirkovići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(397814.95990000013 4858113.784499999)
SRBRGI6010816,Гредљевићи,Gredljevići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(398406.9844000004 4857317.215)
SRBRGI6010817,Перишићи,Perišići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(399587.0284000002 4857147.8813000005)
SRBRGI6010818,Попадићи,Popadići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(399185.03270000033 4856052.507099999)
SRBRGI6010819,Крстоњевићи,Krstonjevići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(397670.1239 4856168.5988)
SRBRGI6010820,Милановићи,Milanovići,"6004","2","71145",,,,2017/02/01 01:00:00+01,POINT(399195.4442999996 4855443.961200001)
SRBRGI6010821,Трнава,Trnava,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(400079.95689999964 4855845.8002)
SRBRGI6010822,Јеремићи,Jeremići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(398135.5179000003 4854778.0298999995)
SRBRGI6010823,Ристановићи,Ristanovići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(397465.0658999998 4854671.3763)
SRBRGI6010824,Јокићи,Jokići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(400550.11369999964 4853734.749500001)
SRBRGI6010825,Цвијовићи,Cvijovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(400047.40440000035 4853771.791200001)
SRBRGI6010826,Ристановићи,Ristanovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(399306.5695000002 4854031.0834)
SRBRGI6010827,Даниловићи,Danilovići,"6004","3","71145",,,,2017/02/01 01:00:00+01,POINT(400137.36290000007 4853232.040100001)
SRBRGI6010828,Голо Брдо,Golo Brdo,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(397565.6076999996 4853216.165100001)
SRBRGI6010829,Зарићи,Zarići,"6004","4","71145",,,,2017/02/01 01:00:00+01,POINT(399989.89910000004 4851281.2676)
SRBRGI6010830,Радишићи,Radišići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(397570.89940000046 4850422.159499999)
SRBRGI6010831,Скорковићи,Skorkovići,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(398470.48450000025 4850109.9506)
SRBRGI6010832,Росићи,Rosići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(398437.2082000002 4849639.866699999)
SRBRGI6010833,Брезак,Brezak,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(397666.1496000001 4848691.7809999995)
SRBRGI6010834,Кнежевићи,Kneževići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(398830.3185999999 4848321.363600001)
SRBRGI6010835,Церић,Cerić,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(398999.6523000002 4847834.5293000005)
SRBRGI6010836,Буцићи,Bucići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(399756.36209999956 4847527.6121)
SRBRGI6010837,Јевремовићи,Jevremovići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(397713.77469999995 4846807.9439)
SRBRGI6010838,Вујовина,Vujovina,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(397373.84530000016 4849780.2139)
SRBRGI6010839,Николино Брдо,Nikolino Brdo,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(396768.4835999999 4848876.213099999)
SRBRGI6010840,Шиповик,Šipovik,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(397491.5242999997 4844977.023600001)
SRBRGI6010841,Дедићи,Dedići,"6004","2","71234",,,,2017/02/01 01:00:00+01,POINT(399867.48730000015 4842474.0603)
SRBRGI6010842,Глишићи,Glišići,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(399650.52859999985 4841595.641899999)
SRBRGI6010843,Јеремићи,Jeremići,"6004","3","71234",,,,2017/02/01 01:00:00+01,POINT(400507.78029999975 4840616.681600001)
SRBRGI6010844,Велањци,Velanjci,"6004","4","71234",,,,2017/02/01 01:00:00+01,POINT(401248.61510000005 4842442.3102)
SRBRGI6010845,Љубојевићи,Ljubojevići,"6004","4","70866",,,,2017/02/01 01:00:00+01,POINT(398010.1085999999 4822804.8959)
